symbol,iri,curie
ZI,https://purl.brain-bican.org/ontology/mbao/MBA_797,MBA:797
aco,https://purl.brain-bican.org/ontology/mbao/MBA_900,MBA:900
act,https://purl.brain-bican.org/ontology/mbao/MBA_908,MBA:908
alv,https://purl.brain-bican.org/ontology/mbao/MBA_466,MBA:466
amc,https://purl.brain-bican.org/ontology/mbao/MBA_884,MBA:884
aot,https://purl.brain-bican.org/ontology/mbao/MBA_876,MBA:876
ar,https://purl.brain-bican.org/ontology/mbao/MBA_484682524,MBA:484682524
arb,https://purl.brain-bican.org/ontology/mbao/MBA_728,MBA:728
bic,https://purl.brain-bican.org/ontology/mbao/MBA_482,MBA:482
bsc,https://purl.brain-bican.org/ontology/mbao/MBA_916,MBA:916
c,https://purl.brain-bican.org/ontology/mbao/MBA_164,MBA:164
cVIIIn,https://purl.brain-bican.org/ontology/mbao/MBA_948,MBA:948
cbc,https://purl.brain-bican.org/ontology/mbao/MBA_744,MBA:744
cbf,https://purl.brain-bican.org/ontology/mbao/MBA_960,MBA:960
cbp,https://purl.brain-bican.org/ontology/mbao/MBA_752,MBA:752
cc,https://purl.brain-bican.org/ontology/mbao/MBA_776,MBA:776
ccb,https://purl.brain-bican.org/ontology/mbao/MBA_484682516,MBA:484682516
ccg,https://purl.brain-bican.org/ontology/mbao/MBA_1108,MBA:1108
ccs,https://purl.brain-bican.org/ontology/mbao/MBA_986,MBA:986
cett,https://purl.brain-bican.org/ontology/mbao/MBA_932,MBA:932
chpl,https://purl.brain-bican.org/ontology/mbao/MBA_108,MBA:108
cic,https://purl.brain-bican.org/ontology/mbao/MBA_633,MBA:633
cing,https://purl.brain-bican.org/ontology/mbao/MBA_940,MBA:940
cm,https://purl.brain-bican.org/ontology/mbao/MBA_967,MBA:967
cpd,https://purl.brain-bican.org/ontology/mbao/MBA_924,MBA:924
csc,https://purl.brain-bican.org/ontology/mbao/MBA_336,MBA:336
cst,https://purl.brain-bican.org/ontology/mbao/MBA_784,MBA:784
das,https://purl.brain-bican.org/ontology/mbao/MBA_506,MBA:506
dhc,https://purl.brain-bican.org/ontology/mbao/MBA_443,MBA:443
drt,https://purl.brain-bican.org/ontology/mbao/MBA_792,MBA:792
dscp,https://purl.brain-bican.org/ontology/mbao/MBA_812,MBA:812
ec,https://purl.brain-bican.org/ontology/mbao/MBA_579,MBA:579
ee,https://purl.brain-bican.org/ontology/mbao/MBA_964,MBA:964
em,https://purl.brain-bican.org/ontology/mbao/MBA_1092,MBA:1092
eps,https://purl.brain-bican.org/ontology/mbao/MBA_1000,MBA:1000
epsc,https://purl.brain-bican.org/ontology/mbao/MBA_760,MBA:760
fa,https://purl.brain-bican.org/ontology/mbao/MBA_956,MBA:956
fi,https://purl.brain-bican.org/ontology/mbao/MBA_603,MBA:603
fiber tracts,https://purl.brain-bican.org/ontology/mbao/MBA_1009,MBA:1009
fp,https://purl.brain-bican.org/ontology/mbao/MBA_971,MBA:971
fr,https://purl.brain-bican.org/ontology/mbao/MBA_595,MBA:595
fx,https://purl.brain-bican.org/ontology/mbao/MBA_436,MBA:436
fxpo,https://purl.brain-bican.org/ontology/mbao/MBA_737,MBA:737
fxs,https://purl.brain-bican.org/ontology/mbao/MBA_1099,MBA:1099
gVIIn,https://purl.brain-bican.org/ontology/mbao/MBA_1116,MBA:1116
grey,https://purl.brain-bican.org/ontology/mbao/MBA_8,MBA:8
grv,https://purl.brain-bican.org/ontology/mbao/MBA_1024,MBA:1024
hbc,https://purl.brain-bican.org/ontology/mbao/MBA_611,MBA:611
hc,https://purl.brain-bican.org/ontology/mbao/MBA_618,MBA:618
icp,https://purl.brain-bican.org/ontology/mbao/MBA_1123,MBA:1123
int,https://purl.brain-bican.org/ontology/mbao/MBA_6,MBA:6
isl,https://purl.brain-bican.org/ontology/mbao/MBA_481,MBA:481
lfbs,https://purl.brain-bican.org/ontology/mbao/MBA_983,MBA:983
lfbst,https://purl.brain-bican.org/ontology/mbao/MBA_896,MBA:896
ll,https://purl.brain-bican.org/ontology/mbao/MBA_658,MBA:658
lot,https://purl.brain-bican.org/ontology/mbao/MBA_665,MBA:665
lotd,https://purl.brain-bican.org/ontology/mbao/MBA_538,MBA:538
lotg,https://purl.brain-bican.org/ontology/mbao/MBA_21,MBA:21
mcp,https://purl.brain-bican.org/ontology/mbao/MBA_78,MBA:78
mct,https://purl.brain-bican.org/ontology/mbao/MBA_428,MBA:428
mfb,https://purl.brain-bican.org/ontology/mbao/MBA_54,MBA:54
mfbc,https://purl.brain-bican.org/ontology/mbao/MBA_768,MBA:768
mfbs,https://purl.brain-bican.org/ontology/mbao/MBA_991,MBA:991
mfbse,https://purl.brain-bican.org/ontology/mbao/MBA_1083,MBA:1083
mfbsma,https://purl.brain-bican.org/ontology/mbao/MBA_46,MBA:46
mfsbshy,https://purl.brain-bican.org/ontology/mbao/MBA_824,MBA:824
ml,https://purl.brain-bican.org/ontology/mbao/MBA_697,MBA:697
mlf,https://purl.brain-bican.org/ontology/mbao/MBA_62,MBA:62
moV,https://purl.brain-bican.org/ontology/mbao/MBA_93,MBA:93
mp,https://purl.brain-bican.org/ontology/mbao/MBA_673,MBA:673
mtg,https://purl.brain-bican.org/ontology/mbao/MBA_681,MBA:681
mtt,https://purl.brain-bican.org/ontology/mbao/MBA_690,MBA:690
nst,https://purl.brain-bican.org/ontology/mbao/MBA_102,MBA:102
och,https://purl.brain-bican.org/ontology/mbao/MBA_117,MBA:117
onl,https://purl.brain-bican.org/ontology/mbao/MBA_1016,MBA:1016
opt,https://purl.brain-bican.org/ontology/mbao/MBA_125,MBA:125
or,https://purl.brain-bican.org/ontology/mbao/MBA_484682520,MBA:484682520
pc,https://purl.brain-bican.org/ontology/mbao/MBA_158,MBA:158
per,https://purl.brain-bican.org/ontology/mbao/MBA_713,MBA:713
pm,https://purl.brain-bican.org/ontology/mbao/MBA_753,MBA:753
py,https://purl.brain-bican.org/ontology/mbao/MBA_190,MBA:190
pyd,https://purl.brain-bican.org/ontology/mbao/MBA_198,MBA:198
retina,https://purl.brain-bican.org/ontology/mbao/MBA_304325711,MBA:304325711
root,https://purl.brain-bican.org/ontology/mbao/MBA_997,MBA:997
rust,https://purl.brain-bican.org/ontology/mbao/MBA_863,MBA:863
sAMY,https://purl.brain-bican.org/ontology/mbao/MBA_278,MBA:278
sV,https://purl.brain-bican.org/ontology/mbao/MBA_229,MBA:229
scp,https://purl.brain-bican.org/ontology/mbao/MBA_326,MBA:326
sct,https://purl.brain-bican.org/ontology/mbao/MBA_85,MBA:85
sctd,https://purl.brain-bican.org/ontology/mbao/MBA_553,MBA:553
sctv,https://purl.brain-bican.org/ontology/mbao/MBA_866,MBA:866
scwm,https://purl.brain-bican.org/ontology/mbao/MBA_484682512,MBA:484682512
sm,https://purl.brain-bican.org/ontology/mbao/MBA_802,MBA:802
sptV,https://purl.brain-bican.org/ontology/mbao/MBA_794,MBA:794
st,https://purl.brain-bican.org/ontology/mbao/MBA_301,MBA:301
stc,https://purl.brain-bican.org/ontology/mbao/MBA_484682528,MBA:484682528
tb,https://purl.brain-bican.org/ontology/mbao/MBA_841,MBA:841
tp,https://purl.brain-bican.org/ontology/mbao/MBA_365,MBA:365
tsp,https://purl.brain-bican.org/ontology/mbao/MBA_877,MBA:877
tspc,https://purl.brain-bican.org/ontology/mbao/MBA_1043,MBA:1043
ttp,https://purl.brain-bican.org/ontology/mbao/MBA_357,MBA:357
uf,https://purl.brain-bican.org/ontology/mbao/MBA_850,MBA:850
vVIIIn,https://purl.brain-bican.org/ontology/mbao/MBA_413,MBA:413
vhc,https://purl.brain-bican.org/ontology/mbao/MBA_449,MBA:449
vtd,https://purl.brain-bican.org/ontology/mbao/MBA_397,MBA:397
x,https://purl.brain-bican.org/ontology/mbao/MBA_765,MBA:765
y,https://purl.brain-bican.org/ontology/mbao/MBA_781,MBA:781
,https://purl.brain-bican.org/ontology/mbao/MBA_ENTITY,MBA:ENTITY
,https://purl.brain-bican.org/ontology/mbao/MBA_219%20,MBA:219_20
