subclass,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm,unassigned
213 SCsg Gabrr2 Gaba,0,11,0,111,10,222,2918,0,0,4,1,0,226,0,0,0,88,0,17,1,19,13,2,0,401
214 IPN Otp Crisp1 Gaba,0,0,0,0,18,0,440,0,0,101,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0
215 SNc-VTA-RAmb Foxa1 Dopa,5,0,0,0,216,0,3525,0,0,20,0,0,9,3,0,0,0,10,96,104,0,26,61,0,0
216 MB-MY Tph2 Glut-Sero,46,0,0,0,0,0,1216,440,0,1032,0,0,0,0,2,0,2,66,136,25,0,22,2,0,12
217 PB Lmx1a Glut,0,288,0,0,0,0,16,20,0,1453,0,0,0,0,2,0,3,304,1,0,0,0,0,0,0
218 PSV Lmx1a Trpv6 Glut,0,3,0,0,0,0,1,27,0,142,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
219 PB-SUT Tlx3 Lhx2 Glut,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
220 PB Pax5 Glut,1,38,0,0,0,0,72,1,0,377,0,0,1,0,0,0,5,26,3,0,0,0,0,0,0
221 LDT-PCG Vsx2 Lhx4 Glut,4,0,0,0,1,0,680,82,0,970,0,1,0,0,2,0,2,19,4,23,0,0,0,0,0
222 PB Evx2 Glut,0,490,0,0,10,0,770,12,0,2512,2,0,2,0,2,0,43,270,123,25,0,0,2,0,7
223 B-PB Nr4a2 Glut,0,15,0,0,0,0,4,5,0,263,0,0,0,0,0,0,2,5,6,1,0,0,0,0,1
224 PCG-PRNr Vsx2 Nkx6-1 Glut,0,0,0,0,0,0,234,181,0,984,0,0,0,0,14,0,0,6,2,19,0,1,1,0,0
225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,0,0,0,0,0,0,1,44,0,455,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0
226 PRNc-PARN Tlx1 Glut,0,0,0,0,0,0,0,142,0,196,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0
227 PB-PSV Phox2b Glut,0,0,0,0,0,0,0,6,0,90,0,0,0,0,0,0,0,24,2,1,0,0,0,0,0
228 PSV Pvalb Lhx2 Glut,0,47,0,0,2,0,19,440,0,3076,0,0,1,0,0,0,0,138,330,6,0,0,0,0,0
229 PB-NTS Phox2b Ebf3 Lmx1b Glut,0,1,0,0,0,0,1,199,0,536,0,0,0,0,0,0,4,26,5,0,0,0,0,0,0
230 PRNr Otp Nfib Glut,0,0,0,0,0,0,1,34,0,243,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
231 IPN-LDT Vsx2 Nkx6-1 Glut,0,0,0,0,14,0,347,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0
232 LDT Vsx2 Nkx6-1 Nfib Glut,1,0,0,0,0,0,230,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
233 NLL-SOC Spp1 Glut,0,90,0,0,3,0,30,139,0,892,2,0,0,0,2,0,20,61,86,9,0,0,0,0,8
234 MEV Ppp1r1c Glut,0,13,0,0,0,0,48,11,0,66,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0
235 PG-TRN-LRN Fat2 Glut,0,155,0,0,0,0,0,1703,0,8811,0,0,0,0,58,133,291,398,364,18,0,119,0,0,1629
236 IRN Vip Glut,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237 PRP-NI-PRNc-GRN Otp Glut,0,0,0,0,0,0,1,253,0,632,0,0,0,0,5,4,0,1,14,4,0,1,0,0,5
238 NTS Phox2b Glut,0,33,0,0,0,0,1,2096,0,26,0,0,0,0,1,0,38,4,6,1,0,0,0,0,0
239 MARN-GRN Pyy Glut,0,0,0,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
240 MDRNv Lhx4 Qrfprl Glut,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241 NTS Mbnl3 Glut,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242 PGRNd Dmbx1 Glut,0,0,0,0,0,0,0,92,0,1,0,0,0,0,16,0,0,0,6,0,0,0,0,0,0
243 PGRN-PARN-MDRN Hoxb5 Glut,0,17,0,0,168,0,2053,4453,0,2457,34,2,19,0,22,9,3,40,123,55,1,8,4,0,2
244 MV-SPIV Slc6a2 Glut,0,21,0,0,0,0,0,208,0,1,0,0,0,0,15,10,2,1,1,5,0,1,0,0,0
245 SPVI-SPVC Tlx3 Ebf3 Glut,0,124,0,0,0,0,4,918,0,12,0,0,0,0,3,0,10,3,39,1,0,0,0,0,75
246 CU-ECU-SPVI Foxb1 Glut,0,46,0,0,7,0,65,1129,0,104,0,0,0,0,20,13,22,23,120,3,0,1,0,0,60
247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,0,3,0,0,0,0,0,481,0,90,0,0,0,0,14,9,0,3,9,0,0,0,0,0,0
248 MV-SPIV Zic4 Neurod2 Glut,0,32,0,0,0,0,1,912,0,1,0,0,0,0,161,74,1,34,11,0,0,0,0,0,3
249 NTS Aldh1a2 Glut,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250 CBN Neurod2 Pvalb Glut,0,794,0,0,6,0,71,219,0,32,0,0,0,0,26,3,0,560,2,1,0,0,0,0,0
251 NTS Dbh Glut,0,65,0,0,0,0,22,323,0,469,0,0,0,0,0,3,26,10,5,14,0,0,0,0,0
252 DMX VII Tbx20 Chol,0,0,0,0,0,0,0,316,0,64,0,0,0,0,3,1,6,0,0,4,0,0,0,0,0
253 IO Fgl2 Glut,0,0,0,0,0,0,0,1639,0,0,0,0,0,0,0,0,0,0,0,17,0,207,0,0,5
254 VCO Mafa Meis2 Glut,0,1113,0,0,0,0,19,1622,0,48,0,0,0,0,71,41,4,136,36,1,0,0,0,0,12
255 SPVO Mafa Meis2 Glut,0,0,0,0,0,0,0,411,0,48,0,0,0,0,0,0,0,1,107,1,0,0,0,0,0
256 SPVC Mafa Glut,0,0,0,0,0,0,0,137,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
257 SPVC Ccdc172 Glut,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7
258 SPVC Nmu Glut,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
259 MDRNd Bves Glut,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260 MDRNv Crp Glut,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261 HB Calcb Chol,0,0,0,0,0,0,95,1051,0,650,0,0,0,0,0,0,0,0,13,6,0,0,1,0,0
262 Pineal Crx Glut,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,12
263 CS-RPO Meis2 Gaba,0,0,0,0,0,0,108,10,0,1157,0,0,0,0,3,0,1,2,9,9,0,0,0,0,0
264 PRNc Otp Gly-Gaba,0,30,0,0,0,0,91,409,0,2578,0,0,0,0,3,1,0,10,56,32,0,5,0,0,0
265 PB Sst Gly-Gaba,1,34,0,0,0,0,7,29,0,209,0,0,0,0,5,0,0,26,19,5,0,0,0,0,0
266 PRNc Prox1 Brs3 Gly-Gaba,0,0,0,0,0,0,0,65,0,110,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
267 CS-PRNr-PCG Tmem163 Otp Gaba,0,0,0,0,0,0,206,0,0,690,0,0,0,0,0,0,3,3,14,14,0,0,1,0,0
268 CS-PRNr-DR En1 Sox2 Gaba,22,0,0,0,1,0,620,0,0,530,0,0,0,0,0,0,0,37,43,36,0,0,2,0,0
269 LDT Fgf7 Gaba,6,0,0,0,0,0,70,0,0,29,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0
270 LDT-DTN Gata3 Nfix Gaba,0,0,0,0,0,0,297,1,0,553,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
271 NI-RPO Gata3 Nr4a2 Gaba,0,0,0,0,0,0,14,1,0,564,0,0,0,0,3,0,0,0,4,2,0,0,0,0,0
272 LDT-PCG-CS Gata3 Lhx1 Gaba,14,1,0,0,0,0,153,1,0,626,0,0,0,0,2,0,4,15,2,7,0,0,0,0,0
273 PDTg-PCG Pax6 Gaba,4,0,0,0,0,0,67,0,0,732,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0
274 PDTg Otp Shroom3 Gaba,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275 PDTg Otp Olig3 Gaba,0,0,0,0,0,0,1,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276 LDT-PCG St18 Gaba,2,0,0,0,0,0,82,1,0,276,0,0,0,0,3,0,0,4,1,1,0,0,0,0,0
277 DTN-LDT-IPN Otp Pax3 Gaba,0,1,0,0,67,0,726,1,0,1198,0,0,0,0,1,0,7,1,7,4,0,0,3,0,0
278 NLL Gata3 Gly-Gaba,0,33,0,0,5,1,121,770,0,2155,0,0,0,0,1,0,22,299,284,59,0,13,0,0,5
279 PSV Pax2 Gly-Gaba,0,1,0,0,0,0,0,24,0,188,0,0,0,0,0,0,0,5,21,1,0,0,0,0,0
280 NLL-po Pax7 Gaba,0,40,0,0,0,0,25,0,0,95,0,0,0,0,0,0,7,0,77,0,0,0,0,0,0
281 POR Gata3 Gly-Gaba,0,3,0,0,0,0,1,18,0,469,0,0,0,0,0,0,3,18,77,10,0,0,0,0,3
282 POR Spp1 Gly-Gaba,0,47,0,0,1,0,4,707,0,324,0,0,0,0,7,6,0,19,33,16,0,0,0,0,0
283 PRP Otp Gly-Gaba,0,0,0,0,0,0,0,1151,0,134,0,0,0,0,181,103,0,0,24,7,0,7,0,0,1
284 GRN-IRN-MDRNd Ikzf1 Gly-Gaba,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285 MY Lhx1 Gly-Gaba,0,48,0,0,148,0,1223,5210,0,3623,2,1,4,0,43,14,4,82,210,109,0,12,1,0,4
286 PPY-PGRNl Vip Glyc-Gaba,0,2,0,0,0,0,0,360,0,1,0,0,0,0,1,2,1,0,4,8,0,1,0,0,0
287 MV-SPIV-PRP Dmbx1 Gly-Gaba,0,133,0,0,0,0,6,607,0,53,0,0,0,0,72,29,0,62,7,0,0,0,0,0,0
288 MDRN Hoxb5 Ebf2 Gly-Gaba,0,0,0,0,0,0,4,171,0,8,0,0,0,0,5,5,0,0,6,1,0,0,0,0,0
289 MDRNd Prox1 Pax6 Gly-Gaba,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290 MY Prox1 Lmo7 Gly-Gaba,0,3,0,0,0,0,0,295,0,84,0,0,0,0,3,2,0,6,11,10,0,0,0,0,0
291 NTS-MDRNd Prox1 Zic1 Gly-Gaba,0,8,0,0,0,0,0,62,0,2,0,0,0,0,6,2,2,2,0,0,0,0,0,0,5
292 MV Nkx6-1 Gly-Gaba,0,5,0,0,0,0,0,444,0,1,0,0,0,0,169,53,0,6,0,0,0,0,0,0,0
293 PAS-MV Ebf2 Gly-Gaba,0,110,0,0,0,0,0,857,0,4,0,0,0,0,103,33,14,4,4,0,0,0,0,0,2
294 MV Pax6 Gly-Gaba,0,70,0,0,0,0,0,254,0,26,0,0,0,0,39,4,0,5,1,0,0,0,0,0,0
295 CBN Dmbx1 Gaba,0,465,0,0,0,0,1,39,0,3,0,0,0,0,20,0,0,189,0,0,0,0,0,0,0
296 RPA Pax6 Hoxb5 Gly-Gaba,0,0,0,0,0,0,0,316,0,17,0,0,0,0,1,0,0,0,16,6,0,38,0,0,2
297 CU-ECU Pax2 Gly-Gaba,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0
298 PRP Gata3 Slc6a5 Gly-Gaba,0,0,0,0,0,0,0,149,0,0,0,0,0,0,42,27,0,0,0,0,0,0,0,0,0
299 MARN-PPY Ngfr Gly-Gaba,0,0,0,0,0,0,0,249,0,44,0,0,0,0,0,0,0,0,16,0,0,6,0,0,0
300 PARN-MDRNd-NTS Gbx2 Gly-Gaba,0,16,0,0,0,0,2,1456,0,5,0,0,0,0,0,1,20,2,18,0,0,0,0,0,5
301 MV Nr4a2 Gly-Gaba,0,0,0,0,0,0,0,15,0,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
302 MV Xdh Gly-Gaba,0,0,0,0,0,0,0,65,0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
303 IRN Dmbx1 Pax2 Gly-Gaba,0,0,0,0,0,0,0,353,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
304 NTS-PARN Neurod2 Gly-Gaba,0,168,0,0,5,0,6,1375,0,75,0,0,0,0,5,5,73,15,44,14,0,0,0,0,2
305 SPVI-SPVC Sall3 Nfib Gly-Gaba,0,81,0,0,0,0,0,720,0,0,0,0,0,0,23,15,11,20,56,0,0,0,0,0,54
306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba,0,92,0,0,10,0,0,1966,0,18,0,0,1,0,48,30,38,24,278,1,0,1,1,0,305
307 RO-RPA Pkd2l1 Gaba,0,0,0,0,0,0,1,11,0,1,0,0,0,0,3,0,0,0,1,1,0,1,0,0,1
308 DCO Il22 Gly-Gaba,0,568,0,0,12,2,1,1363,0,111,0,0,5,0,193,43,7,261,25,1,1,0,0,0,7
309 CB PLI Gly-Gaba,2,3559,0,0,0,0,3,86,0,17,1,0,0,0,28,2,0,437,0,0,0,0,0,0,95
310 CBX Golgi Gly-Gaba,0,1290,0,0,0,0,1,23,0,5,0,0,0,0,3,1,0,97,1,1,0,0,0,0,66
311 CBX MLI Megf11 Gaba,50,67446,0,0,0,1,51,35,0,6,0,0,0,0,80,1,25,1168,0,0,0,0,0,0,7307
312 CBX MLI Cdh22 Gaba,14,15591,0,0,0,0,28,5,0,3,0,0,0,0,34,2,7,242,0,0,0,0,0,0,1529
313 CBX Purkinje Gaba,0,16626,0,0,0,0,6,4,0,4,0,0,0,0,0,0,0,426,1,0,0,0,0,0,963
314 CB Granule Glut,2,160552,0,5,0,5,11,2843,0,625,0,1,0,0,307,80,24,11252,135,0,0,0,0,0,8186
315 DCO UBC Glut,1,597,0,0,0,0,1,727,0,102,0,0,0,0,81,9,2,197,39,1,0,0,0,0,13
316 Bergmann NN,1,26890,0,0,0,0,17,0,0,0,0,0,1,0,10,2,0,712,0,0,0,0,0,0,1980
317 Astro-CB NN,0,2724,0,0,0,0,2,61,0,23,0,0,0,0,10,3,1,482,1,0,0,0,0,0,84
318 Astro-NT NN,489,13298,357,1588,20269,386,45353,25161,414,21780,10386,3849,16654,667,1839,982,2674,8727,5717,782,1618,4363,1970,1,3342
319 Astro-TE NN,3,1106,8321,60420,758,103169,973,1455,35092,651,3771,33492,1015,321,114,3480,1432,731,3569,81,645,15253,7835,3072,8125
320 Astro-OLF NN,0,0,3,18,3,63,10,1,4191,3,25,34,5,0,0,1,0,0,753,0,0,0,3,0,51
321 Astroependymal NN,72,122,2,207,598,8,333,132,7,6,317,558,1021,690,10,125,277,12,118,0,69,111,455,0,14
322 Tanycyte NN,0,0,0,1,1282,0,0,0,0,0,0,0,0,370,0,196,15,0,2,0,5,3,0,0,5
323 Ependymal NN,1867,1472,357,487,1077,3,626,24,5,12,0,2055,798,4784,2239,6045,323,654,217,0,212,2474,2501,5,1
324 Hypendymal NN,23,0,0,0,0,0,82,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0
325 CHOR NN,0,2911,731,328,3,7,0,65,0,0,1,1220,164,915,2728,12631,141,1568,259,0,657,938,2065,0,3
326 OPC NN,23,2106,1597,6550,3126,14448,6287,2929,5128,3043,2190,5112,2348,110,111,228,239,864,1125,146,232,2025,1184,375,542
327 Oligo NN,25,20208,2931,17637,17056,40368,59369,48169,11925,43485,17566,29653,22019,1437,1194,3680,3018,21970,21402,2288,5202,49889,24845,7855,3628
328 OEC NN,0,0,0,0,0,14,0,2,3573,0,0,0,0,0,0,0,0,0,5103,0,0,0,0,0,565
329 ABC NN,0,1885,58,1448,261,3420,459,329,1554,151,93,255,2,50,98,29,938,202,686,1,95,167,11,3,6886
330 VLMC NN,22,9285,279,5813,2112,10270,4234,2372,5870,1132,1037,2235,687,383,578,859,3236,1430,2880,48,666,1129,851,33,13065
331 Peri NN,22,3330,863,3619,1644,12452,4303,2770,2989,2341,1110,4321,2162,45,94,153,108,708,732,85,106,971,514,200,492
332 SMC NN,7,2680,245,2254,1003,4570,2472,1800,1786,1334,847,2079,754,13,44,135,946,434,845,73,208,509,211,29,1421
333 Endo NN,107,19095,3897,22206,8587,73865,24155,16666,18124,13728,5851,21664,10309,283,595,833,1147,3858,4558,530,626,4839,2522,1035,4130
334 Microglia NN,20,1424,1144,4933,1439,14811,3155,1942,4095,1730,1999,5011,1250,80,78,173,161,711,938,85,161,1838,835,297,435
335 BAM NN,3,305,29,118,69,280,202,117,90,86,60,108,42,17,19,21,61,46,54,8,14,53,25,3,67
336 Monocytes NN,0,5,0,3,2,8,2,1,0,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,4
337 DC NN,0,32,1,10,5,22,16,11,6,3,8,7,4,0,0,0,11,3,4,1,1,4,1,0,14
338 Lymphoid NN,0,59,4,23,5,77,28,20,12,12,10,20,5,2,1,5,8,8,13,2,6,10,6,1,36
