supertype,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm,unassigned
0387 CEA-BST Ebf1 Pdyn Gaba_4,0,0,0,0,15,0,0,0,1,0,150,122,0,0,0,0,0,0,0,0,2,6,12,0,2
0388 CEA-BST Ebf1 Pdyn Gaba_5,0,0,0,0,2,0,0,0,0,0,37,101,0,0,0,0,0,0,0,0,0,3,8,0,0
0389 CEA-BST Ebf1 Pdyn Gaba_6,0,0,0,0,1,0,0,0,0,0,15,62,0,0,0,0,0,0,0,0,0,4,11,0,0
0390 CEA-BST Ebf1 Pdyn Gaba_7,0,0,0,0,4,0,0,0,0,0,52,59,0,0,0,0,0,0,2,0,0,0,2,0,0
0391 CEA-BST Ebf1 Pdyn Gaba_8,0,0,0,0,1,0,0,0,0,0,57,103,0,0,0,0,1,0,1,0,0,7,26,0,0
0392 CEA-BST Rai14 Pdyn Crh Gaba_1,0,0,5,0,4,0,0,0,0,0,96,100,0,0,0,3,1,0,2,0,1,3,27,0,0
0393 CEA-BST Rai14 Pdyn Crh Gaba_2,0,0,0,0,11,0,0,0,0,0,146,54,0,0,0,1,0,0,14,0,0,0,5,0,0
0394 BST-SI-AAA Six3 Slc22a3 Gaba_1,0,0,2,0,69,0,0,0,0,0,99,60,0,0,0,0,0,0,0,0,0,0,0,0,0
0395 BST-SI-AAA Six3 Slc22a3 Gaba_2,0,0,3,0,49,0,0,0,2,0,137,49,0,0,0,0,0,0,0,0,0,0,0,0,0
0396 SI-MPO-LPO Lhx8 Gaba_1,0,0,0,0,130,0,0,0,2,0,1057,246,0,0,0,0,0,0,0,0,0,11,4,0,1
0397 SI-MPO-LPO Lhx8 Gaba_2,0,0,0,0,557,0,0,0,0,0,190,153,0,1,0,0,0,0,0,0,0,0,7,0,0
0398 SI-MPO-LPO Lhx8 Gaba_3,0,0,0,0,337,0,0,0,0,0,37,27,2,0,0,0,8,0,1,0,0,0,9,0,0
0399 SI-MPO-LPO Lhx8 Gaba_4,0,0,0,0,204,0,0,0,0,0,29,39,0,0,0,0,0,0,0,0,0,0,1,0,0
0400 SI-MPO-LPO Lhx8 Gaba_5,0,0,0,0,128,0,0,0,0,0,101,39,0,0,0,0,0,0,0,0,0,8,2,0,0
0401 SI-MPO-LPO Lhx8 Gaba_6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0402 MPO-ADP Lhx8 Gaba_1,0,0,0,0,145,0,1,0,0,0,60,5,0,0,0,0,0,0,1,0,1,0,8,0,0
0403 MPO-ADP Lhx8 Gaba_2,0,0,0,0,321,0,0,0,0,0,53,63,0,0,0,0,0,0,0,0,0,0,0,0,0
0404 MPO-ADP Lhx8 Gaba_3,0,0,0,0,484,0,7,0,0,0,96,5,0,7,0,0,5,0,3,0,6,0,2,0,0
0405 MPO-ADP Lhx8 Gaba_4,0,0,0,0,263,0,0,0,0,0,368,32,0,0,0,1,0,0,6,0,1,0,0,0,0
0406 MPO-ADP Lhx8 Gaba_5,0,0,0,0,167,0,1,0,0,0,48,49,1,2,0,0,0,0,1,0,0,0,0,0,0
0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1,0,0,0,0,331,0,0,0,0,0,73,77,3,0,0,0,4,0,0,0,4,0,8,0,0
0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2,0,0,0,0,234,0,0,0,0,0,41,2,0,1,0,0,0,0,0,0,3,0,9,0,0
0409 BST Tac2 Gaba_1,0,0,0,0,425,0,1,0,0,1,314,14,1,1,0,0,0,0,1,0,1,0,4,0,0
0410 BST Tac2 Gaba_2,0,0,0,0,64,0,0,0,0,0,274,44,1,0,0,0,0,0,1,0,2,3,3,0,1
0411 PVR Six3 Sox3 Gaba_1,0,0,0,0,190,0,2,0,0,0,75,68,3,1,0,0,4,0,0,0,3,1,1,0,0
0412 PVR Six3 Sox3 Gaba_2,0,0,0,0,278,0,0,0,0,0,2,0,0,7,0,0,3,0,16,0,13,0,3,0,1
0413 PVR Six3 Sox3 Gaba_3,0,0,0,0,200,0,0,0,0,0,1,0,1,4,0,0,1,0,14,0,6,0,0,0,2
0414 PVR Six3 Sox3 Gaba_4,0,0,0,0,262,0,0,0,0,0,92,179,1,0,0,0,1,0,1,0,0,1,13,0,0
0415 PVR Six3 Sox3 Gaba_5,0,0,0,0,32,0,0,0,0,0,58,51,2,0,0,0,1,0,1,0,0,0,0,0,0
0416 PVR Six3 Sox3 Gaba_6,0,0,0,0,28,0,0,0,0,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0
0417 PVR Six3 Sox3 Gaba_7,0,0,0,0,64,0,0,0,0,0,4,8,1,2,0,0,2,0,0,0,2,0,6,0,0
0418 PVR Six3 Sox3 Gaba_8,0,0,0,0,86,0,0,0,0,0,0,1,0,29,0,42,1,0,2,0,2,0,0,0,1
0419 PVR Six3 Sox3 Gaba_9,0,0,0,0,220,0,0,0,0,0,32,12,0,1,0,0,4,0,2,0,0,0,2,0,0
0420 BST-MPN Six3 Nrgn Gaba_1,0,0,0,0,303,0,0,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0421 BST-MPN Six3 Nrgn Gaba_2,0,0,1,0,100,0,0,0,0,0,23,11,2,1,0,0,0,0,0,0,1,0,1,0,0
0422 BST-MPN Six3 Nrgn Gaba_3,0,0,0,0,500,0,3,0,0,1,9,2,2,0,0,0,1,0,0,0,1,0,3,0,0
0423 BST-MPN Six3 Nrgn Gaba_4,0,1,0,0,269,0,3,0,0,2,37,18,0,0,0,0,1,0,1,0,0,0,4,0,0
0424 BST-MPN Six3 Nrgn Gaba_5,0,0,0,0,64,0,1,0,32,0,235,563,1,0,0,0,9,0,6,0,0,0,1,0,1
0425 BST-MPN Six3 Nrgn Gaba_6,0,0,2,0,268,0,0,0,0,0,148,121,0,0,0,0,3,0,3,0,3,0,11,0,0
0426 BST-MPN Six3 Nrgn Gaba_7,0,0,0,0,140,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,2,0,0
0427 ARH-PVi Six6 Dopa-Gaba_1,0,0,0,0,142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0428 ARH-PVi Six6 Dopa-Gaba_2,0,0,0,0,50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0429 TMv-PMv Tbx3 Hist-Gaba_1,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0430 TMv-PMv Tbx3 Hist-Gaba_2,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0431 RT-ZI Gnb3 Gaba_1,0,0,0,0,110,0,0,0,0,0,16,2,457,0,0,0,0,0,0,1,2,5,0,0,0
0432 RT-ZI Gnb3 Gaba_2,0,0,0,0,7,0,0,0,0,0,2,0,470,0,0,0,0,0,0,0,0,0,1,0,0
0433 RT-ZI Gnb3 Gaba_3,0,0,0,0,8,0,0,0,0,0,52,3,1332,0,0,0,3,0,2,0,30,75,2,0,0
0434 RT-ZI Gnb3 Gaba_4,0,0,0,0,117,0,10,0,0,0,79,11,113,0,0,0,0,0,5,5,7,116,2,0,0
0435 RT-ZI Gnb3 Gaba_5,0,0,0,4,17,0,0,0,0,0,28,1,4822,0,0,0,79,0,0,1,83,429,26,0,0
0436 SCH Six6 Cdc14a Gaba_1,0,0,0,0,853,0,0,0,0,0,0,0,0,23,0,0,0,0,37,0,0,0,0,0,0
0437 SCH Six6 Cdc14a Gaba_2,0,0,0,0,813,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,26,0,0,0,1
0438 SCH Six6 Cdc14a Gaba_3,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,4,0,0,0,1
0439 DMH Prdm13 Gaba_1,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0440 DMH Prdm13 Gaba_2,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0441 PVHd Gsc Gaba_1,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0442 PVHd-SBPV Six3 Prox1 Gaba_1,0,0,0,0,559,0,3,0,0,3,6,2,11,0,0,0,0,0,0,0,0,3,5,0,0
0443 PVHd-SBPV Six3 Prox1 Gaba_2,0,0,0,0,376,0,0,0,0,1,6,4,2,0,0,0,0,0,1,0,2,0,2,0,0
0444 PVHd-SBPV Six3 Prox1 Gaba_3,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0445 PVHd-SBPV Six3 Prox1 Gaba_4,0,0,0,0,188,0,0,0,0,0,2,1,1,0,0,0,1,0,9,0,5,0,2,0,0
0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,0,0,0,0,342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,0,0,0,0,366,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,0,0,0,0,348,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0450 AHN-SBPV-PVHd Pdrm12 Gaba_5,0,0,0,0,199,0,0,0,0,0,2,0,6,1,0,1,1,0,1,1,1,0,4,0,0
0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,0,0,0,0,299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0452 AHN-SBPV-PVHd Pdrm12 Gaba_7,0,0,0,0,275,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1,2,1,0,0,0
0453 SBPV-PVa Six6 Satb2 Gaba_1,0,0,0,0,278,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0454 SBPV-PVa Six6 Satb2 Gaba_2,0,0,0,0,266,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0
0455 SBPV-PVa Six6 Satb2 Gaba_3,0,0,0,0,241,0,1,0,0,0,0,0,0,20,0,0,0,0,1,0,1,0,0,0,0
0456 AHN Onecut3 Gaba_1,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
0457 AHN Onecut3 Gaba_2,0,0,0,0,245,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,3,0,0
0458 AHN Onecut3 Gaba_3,0,0,0,0,443,0,0,0,0,0,14,3,0,0,0,0,1,0,6,0,3,0,4,0,0
0459 ZI Pax6 Gaba_1,0,0,0,0,1021,0,24,0,0,14,12,3,22,0,0,0,0,0,1,31,0,6,20,0,0
0460 ZI Pax6 Gaba_2,0,0,0,0,311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0461 ZI Pax6 Gaba_3,0,0,0,0,339,0,5,0,1,8,101,0,50,0,0,0,3,0,2,1,13,42,4,0,0
0462 ZI Pax6 Gaba_4,0,0,0,0,1415,0,5,0,0,2,3,0,31,0,0,0,0,0,0,31,56,20,0,0,0
0463 ZI Pax6 Gaba_5,0,0,0,0,182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0
0464 ZI Pax6 Gaba_6,0,0,0,0,262,0,11,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,21,0,0
0465 ZI Pax6 Gaba_7,0,0,0,0,304,0,0,0,0,0,0,0,106,0,0,1,6,0,0,0,6,51,0,0,0
0466 ZI Pax6 Gaba_8,0,0,0,0,708,0,22,0,0,0,37,1,123,0,0,0,2,0,6,5,9,42,12,0,0
0467 ZI Pax6 Gaba_9,0,0,0,0,138,0,7,0,0,0,4,0,65,2,0,0,0,0,2,1,1,4,9,0,0
0468 ZI Pax6 Gaba_10,0,0,0,0,143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0469 ZI Pax6 Gaba_11,0,0,0,0,86,0,0,0,0,0,1,0,8,0,0,0,3,0,0,0,0,28,3,0,0
0470 DMH-LHA Gsx1 Gaba_1,0,0,0,0,557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
0471 DMH-LHA Gsx1 Gaba_2,0,0,0,0,1031,0,5,0,0,5,28,0,1,0,0,0,0,0,0,15,1,1,26,0,0
0472 DMH-LHA Gsx1 Gaba_3,0,0,0,0,265,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0473 DMH-LHA Gsx1 Gaba_4,0,0,0,0,234,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0474 PVHd-DMH Lhx6 Gaba_1,0,0,0,0,437,0,10,0,0,5,0,0,0,1,0,0,0,0,2,7,0,0,3,0,0
0475 PVHd-DMH Lhx6 Gaba_2,0,0,0,0,215,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0476 PVHd-DMH Lhx6 Gaba_3,0,0,0,0,240,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0477 PVHd-DMH Lhx6 Gaba_4,0,0,0,0,124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0478 TU-ARH Otp Six6 Gaba_1,0,0,0,0,1354,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0
0479 TU-ARH Otp Six6 Gaba_2,0,0,0,0,993,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0
0480 TU-ARH Otp Six6 Gaba_3,0,0,0,0,821,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,3,0,0
0481 TMd-DMH Foxd2 Gaba_1,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0482 PVpo-VMPO-MPN Hmx2 Gaba_1,0,0,0,0,1189,0,1,0,0,0,31,3,1,9,0,0,18,0,138,0,49,0,2,0,12
0483 PVpo-VMPO-MPN Hmx2 Gaba_2,0,1,0,0,1525,0,11,1,0,3,126,8,1,6,0,0,1,0,29,2,19,1,1,0,0
0484 PVpo-VMPO-MPN Hmx2 Gaba_3,0,0,0,0,257,0,0,0,0,0,10,2,0,14,0,0,4,0,1,0,2,0,0,0,0
0485 PVpo-VMPO-MPN Hmx2 Gaba_4,0,0,0,0,100,0,0,0,0,0,1,3,0,3,0,0,1,0,2,0,3,0,0,0,0
0486 PVpo-VMPO-MPN Hmx2 Gaba_5,0,0,0,0,163,0,0,0,0,0,1,0,0,6,0,0,1,0,3,0,4,0,0,0,0
0487 DMH Hmx2 Gaba_1,0,0,0,0,706,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0
0488 DMH Hmx2 Gaba_2,0,0,0,0,603,0,7,0,2,1,3,0,2,2,0,0,0,0,3,0,9,0,11,0,0
0489 DMH Hmx2 Gaba_3,0,0,0,0,454,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
0490 DMH Hmx2 Gaba_4,0,0,0,0,152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0491 DMH Hmx2 Gaba_5,0,0,0,0,635,0,10,1,0,2,12,2,0,0,0,0,0,0,1,1,0,0,8,0,1
0492 DMH Hmx2 Gaba_6,0,0,0,0,216,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0493 ARH-PVp Tbx3 Gaba_1,0,0,0,0,602,0,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
0494 ARH-PVp Tbx3 Gaba_2,0,0,0,0,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0495 ARH-PVp Tbx3 Gaba_3,0,0,0,0,513,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0496 LGv-ZI Otx2 Gaba_1,0,0,0,0,3,0,0,0,0,0,2,0,46,1,0,0,2,0,0,0,9,5,6,0,0
0497 LGv-ZI Otx2 Gaba_2,0,0,0,0,179,0,0,0,0,0,2,0,257,0,0,0,0,0,0,0,34,27,0,0,0
0498 LGv-ZI Otx2 Gaba_3,0,0,0,0,5,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,22,2,3,0,0
0499 LGv-ZI Otx2 Gaba_4,0,0,0,0,37,0,1,0,0,0,0,0,26,0,0,0,2,0,0,0,2,12,0,0,0
0500 LGv-ZI Otx2 Gaba_5,0,0,0,2,281,0,1,0,0,1,1,0,191,1,0,0,25,0,5,0,52,100,23,0,0
0501 BST-po Iigp1 Glut_1,0,0,0,0,7,0,0,0,0,0,70,0,142,0,0,0,18,0,0,0,15,0,21,0,0
0502 TRS-BAC Sln Glut_1,0,0,0,13,58,0,0,0,0,0,327,677,69,1206,0,0,66,0,0,0,2,0,718,0,0
0503 TRS-BAC Sln Glut_2,0,0,0,0,33,0,0,0,0,0,133,26,17,0,0,0,2,0,0,0,88,1,220,0,0
0504 GPi Tbr1 Cngb3 Gaba-Glut_1,0,0,0,0,17,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,13,0,0,0
0505 MEA-COA-BMA Ccdc42 Glut_1,0,0,1665,0,1,0,0,0,178,0,4,384,0,0,0,0,0,0,0,0,0,0,6,0,0
0506 MEA-COA-BMA Ccdc42 Glut_2,0,0,137,0,1,0,0,0,104,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
0507 MEA-COA-BMA Ccdc42 Glut_3,0,0,85,0,2,0,1,0,26,0,27,1927,0,0,0,0,0,0,2,0,0,0,2,0,0
0508 MEA-COA-BMA Ccdc42 Glut_4,0,0,178,0,0,0,0,0,169,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,1
0509 COAa-PAA-MEA Barhl2 Glut_1,0,0,407,0,1,2,3,0,569,0,4,229,0,0,0,0,0,0,5,0,0,2,5,0,0
0510 COAa-PAA-MEA Barhl2 Glut_2,0,0,156,1,1,15,0,0,127,0,1,44,0,0,0,0,0,0,1,0,0,0,2,0,0
0511 COAa-PAA-MEA Barhl2 Glut_3,0,0,43,0,0,0,1,0,122,0,1,418,0,0,0,0,0,0,3,0,0,0,0,0,31
0512 COAa-PAA-MEA Barhl2 Glut_4,0,0,258,23,0,33,0,0,276,0,0,104,0,0,0,0,0,0,10,0,0,12,3,0,0
0513 COAa-PAA-MEA Barhl2 Glut_5,0,0,143,0,0,4,0,0,81,0,0,35,0,0,0,0,0,0,1,0,0,2,3,0,0
0514 COAa-PAA-MEA Barhl2 Glut_6,0,0,241,40,0,121,0,0,849,0,0,24,0,0,0,2,0,0,0,0,0,8,5,0,0
0515 COAa-PAA-MEA Barhl2 Glut_7,0,0,12,0,32,0,0,0,18,0,61,233,0,0,0,0,1,0,0,0,0,0,9,0,0
0516 COAa-PAA-MEA Barhl2 Glut_8,0,0,5,0,2,0,1,0,13,1,12,52,0,0,0,0,0,0,1,0,0,0,1,0,0
0517 COAa-PAA-MEA Barhl2 Glut_9,0,1,78,0,0,0,0,0,16,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
0518 MS-SF Bsx Glut_1,0,1,0,0,109,0,1,0,1,0,374,531,3,8,0,3,3,0,1,0,1,2,38,0,0
0519 AVPV-MEPO-SFO Tbr1 Glut_1,0,0,0,0,129,0,1,0,1,0,53,20,0,2,0,0,2,0,0,0,1,0,1,0,0
0520 AVPV-MEPO-SFO Tbr1 Glut_2,0,0,0,0,322,0,0,0,0,0,15,4,0,3,0,0,9,0,0,0,2,0,1,0,0
0521 AVPV-MEPO-SFO Tbr1 Glut_3,0,0,0,0,267,0,0,0,0,0,7,3,0,41,0,57,5,0,1,0,0,0,1,0,9
0522 AVPV-MEPO-SFO Tbr1 Glut_4,0,0,0,0,305,0,2,0,0,0,7,2,0,1,0,0,15,0,0,0,1,0,0,0,1
0523 AVPV-MEPO-SFO Tbr1 Glut_5,0,0,0,0,37,0,0,0,3,0,25,12,0,2,0,1,4,0,0,0,2,0,0,0,0
0524 LHA Barhl2 Glut_1,0,0,0,0,367,0,0,0,0,2,79,2,2,0,0,0,2,0,7,2,1,3,2,0,0
0525 LHA Barhl2 Glut_2,0,0,0,0,534,0,5,0,0,1,7,1,34,0,0,0,1,0,3,0,9,0,56,0,0
0526 LHA Barhl2 Glut_3,0,0,0,0,39,0,0,0,0,0,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0527 ADP-MPO Trp73 Glut_1,0,0,0,0,253,0,1,0,0,0,35,46,6,0,0,0,0,0,0,0,5,0,13,0,0
0528 ADP-MPO Trp73 Glut_2,0,0,2,0,80,0,1,0,14,0,76,29,0,0,0,1,0,0,0,0,0,0,0,0,0
0529 ADP-MPO Trp73 Glut_3,0,0,0,1,238,0,1,0,1,0,128,15,4,0,0,0,0,0,0,2,0,3,19,0,0
0530 SI-MA-LPO-LHA Skor1 Glut_1,0,0,0,0,403,0,0,0,1,0,286,42,0,0,0,0,0,0,1,1,0,0,5,0,1
0531 SI-MA-LPO-LHA Skor1 Glut_2,0,0,5,0,25,0,0,0,23,0,208,104,0,0,0,0,0,0,0,1,0,0,3,0,6
0532 SI-MA-LPO-LHA Skor1 Glut_3,0,0,0,0,256,0,0,0,0,0,202,26,10,0,0,0,1,0,0,1,2,5,14,0,0
0533 SI-MA-LPO-LHA Skor1 Glut_4,0,0,0,0,11,0,0,0,0,0,127,32,0,0,0,0,0,0,0,0,0,0,1,0,0
0534 SI-MA-LPO-LHA Skor1 Glut_5,0,0,0,0,98,0,0,0,1,0,285,50,0,0,0,0,0,0,0,0,0,0,1,0,2
0535 SI-MA-LPO-LHA Skor1 Glut_6,0,0,9,0,49,0,0,0,9,0,187,171,0,0,0,0,0,0,1,0,0,0,4,0,0
0536 SI-MA-LPO-LHA Skor1 Glut_7,0,0,0,0,30,0,1,0,1,0,151,51,1,0,0,0,0,0,0,0,0,11,2,0,0
0537 SI-MA-LPO-LHA Skor1 Glut_8,0,0,0,0,35,0,0,0,19,0,280,176,0,0,0,0,0,0,0,0,0,0,3,0,1
0538 MEA Otp Foxp2 Glut_1,0,0,18,0,0,0,0,0,8,0,6,273,0,0,0,0,0,0,1,0,0,0,2,0,0
0539 MEA-BST Otp Zic2 Glut_1,0,0,1,0,80,0,0,0,2,0,117,66,7,0,0,1,4,0,3,0,3,0,17,0,0
0540 MEA-BST Otp Zic2 Glut_2,0,0,0,0,1,0,0,0,1,0,25,136,3,0,0,0,1,0,1,0,2,0,3,0,0
0541 MEA-BST Otp Zic2 Glut_3,0,0,2,0,1,0,0,0,2,0,12,66,0,0,0,0,1,0,0,0,0,0,3,0,0
0542 LHA-MEA Otp Glut_1,0,0,2,0,96,0,3,0,1,1,32,147,0,0,0,0,0,0,1,1,0,0,0,0,0
0543 LHA-MEA Otp Glut_2,0,0,1,0,2,0,2,0,0,0,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0
0544 DMH Nkx2-4 Glut_1,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0545 DMH Nkx2-4 Glut_2,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0546 MPN-MPO-PVpo Hmx2 Glut_1,0,0,0,0,504,0,1,0,0,0,3,0,0,1,0,0,4,0,7,0,3,0,0,0,0
0547 MPN-MPO-PVpo Hmx2 Glut_2,0,0,0,0,217,0,0,0,0,0,4,0,0,1,0,0,0,0,10,0,2,0,0,0,1
0548 MPN-MPO-PVpo Hmx2 Glut_3,0,0,0,0,243,0,0,0,0,0,4,0,0,0,0,0,1,0,7,0,2,0,0,0,0
0549 MPN-MPO-PVpo Hmx2 Glut_4,0,0,0,0,269,0,1,0,0,4,22,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0550 MPN-MPO-PVpo Hmx2 Glut_5,0,0,0,0,118,0,0,0,0,0,0,1,0,1,0,0,6,0,9,0,11,0,0,0,0
0551 MPN-MPO-PVpo Hmx2 Glut_6,0,0,0,0,131,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,0,0,0,0
0552 DMH Hmx2 Glut_1,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0553 DMH Hmx2 Glut_2,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0554 ARH-PVp Tbx3 Glut_1,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0555 ARH-PVp Tbx3 Glut_2,0,0,0,0,626,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0556 ARH-PVp Tbx3 Glut_3,0,0,0,0,270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0557 ARH-PVp Tbx3 Glut_4,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0558 ARH-PVp Tbx3 Glut_5,0,0,0,0,107,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
0559 DMH-LHA Vgll2 Glut_1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0560 DMH-LHA Vgll2 Glut_2,0,0,0,0,323,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0561 DMH-LHA Vgll2 Glut_3,0,0,0,0,92,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,6,0,0
0562 DMH-LHA Vgll2 Glut_4,0,0,0,0,140,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0563 VMH Fezf1 Glut_1,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0564 VMH Fezf1 Glut_2,0,0,0,0,615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
0565 VMH Fezf1 Glut_3,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0566 VMH Nr5a1 Glut_1,0,0,0,0,298,0,0,0,0,0,1,0,0,4,0,0,0,0,5,0,14,0,3,0,0
0567 VMH Nr5a1 Glut_2,0,0,0,0,449,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,12,0,3,0,0
0568 VMH Nr5a1 Glut_3,0,0,0,0,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0569 VMH Nr5a1 Glut_4,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0570 VMH Nr5a1 Glut_5,0,0,0,0,370,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0571 VMH Nr5a1 Glut_6,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0572 LHA Pmch Glut_1,0,0,0,0,270,0,0,0,0,0,17,0,0,0,0,0,0,0,0,12,0,1,2,0,0
0573 LHA Pmch Glut_2,0,0,0,0,204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0574 LHA-AHN-PVH Otp Trh Glut_1,0,0,0,0,320,0,0,0,0,0,27,5,1,3,0,0,1,0,15,0,9,0,5,0,2
