subclass,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm,unassigned
030 L6 CT CTX Glut,0.0,0.0,0.0020691721438870474,0.004615845551748029,0.0,0.95465610546224,0.0,0.0,0.011160421699155479,0.0,0.0,0.005383592682059061,0.0,0.0,0.0,0.0,0.0,0.0,3.7451079527367376e-05,0.0,0.0,0.010158605321798402,0.003951088890137258,0.007892815010392674,7.490215905473475e-05
031 CT SUB Glut,0.0,0.0,0.029272151898734177,0.884493670886076,0.0,0.01661392405063291,0.0,0.0,0.0189873417721519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011867088607594937,0.0,0.0,0.0,0.0,0.02531645569620253,0.024129746835443038,0.0,0.0
032 L5 NP CTX Glut,0.0,0.0,0.0006311682350240991,0.007401882028918981,0.0,0.9689006196924489,0.0,0.0,0.017385815928391096,0.0,0.0,0.001204957539591462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00401652513197154,0.0004590314436538903,0.0,0.0
033 NP SUB Glut,0.0,0.0,0.0368763557483731,0.8752711496746204,0.0,0.013828633405639914,0.0,0.0,0.010845986984815618,0.0,0.0,0.00027114967462039046,0.0,0.0,0.0,0.0,0.003796095444685466,0.0,0.0,0.0,0.0,0.03253796095444685,0.026572668112798264,0.0,0.0
034 NP PPP Glut,0.0,0.0,0.0,0.9433198380566802,0.0,0.02834008097165992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004048582995951417,0.022941970310391364,0.0,0.001349527665317139
035 OB Eomes Ms4a15 Glut,0.0,0.0,0.0,0.0006431695394906097,0.00012863390789812196,0.004373552868536146,0.00012863390789812196,0.0,0.8150244404425007,0.0,0.0,0.0010290712631849757,0.0,0.0,0.0,0.0,0.0,0.0,0.17224080267558528,0.0,0.0,0.0,0.0,0.0,0.006431695394906097
036 HPF CR Glut,0.0,0.0,0.006179196704428424,0.7394438722966015,0.0010298661174047373,0.0509783728115345,0.001544799176107106,0.0,0.07466529351184346,0.0,0.007723995880535531,0.02729145211122554,0.0010298661174047373,0.0025746652935118436,0.0,0.001544799176107106,0.03604531410916581,0.0,0.016992790937178166,0.0,0.001544799176107106,0.0005149330587023687,0.0025746652935118436,0.0,0.02832131822863028
037 DG Glut,0.0,0.0,0.0,0.9855828042173939,0.0,8.737694413700704e-05,0.0,0.0,5.8251296091338034e-05,0.0,0.0,0.008708568765655036,0.0,0.0,0.0,0.0,0.0008446437933244015,0.0,0.0,0.0,0.0012815285140094367,0.0,0.003436826469388944,0.0,0.0
038 DG-PIR Ex IMN,0.0,0.0,0.03944174757281554,0.7378640776699029,0.0,0.007281553398058253,0.0,0.0,0.06067961165048544,0.0,0.0,0.012135922330097087,0.0,0.0,0.0,0.00849514563106796,0.0,0.0,0.0006067961165048543,0.0,0.0006067961165048543,0.09526699029126214,0.0345873786407767,0.003033980582524272,0.0
039 OB Meis2 Thsd7b Gaba,0.0,0.0,0.006219630709426628,0.00019436345966958212,0.00019436345966958212,0.0044703595724003885,0.0,0.0,0.7667638483965015,0.0,0.003304178814382896,0.02312925170068027,0.00019436345966958212,0.0,0.0,0.0005830903790087463,0.0,0.0,0.18289601554907678,0.0,0.0,0.001749271137026239,0.00038872691933916425,0.00019436345966958212,0.009718172983479106
040 OB Trdn Gaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9963754983689742,0.0,0.0,0.001812250815512867,0.0,0.0,0.0,0.0,0.0,0.0,0.001812250815512867,0.0,0.0,0.0,0.0,0.0,0.0
041 OB-in Frmd7 Gaba,0.0,0.0,0.00026902758755625124,2.4457053414204656e-05,0.0,0.0008070827626687537,0.0,0.0,0.9877714732928977,0.0,4.891410682840931e-05,0.0036196439053022894,0.0,0.0,0.0,0.00014674232048522793,2.4457053414204656e-05,0.0,0.005722950498923889,0.0,0.0,0.0009049109763255723,0.00024457053414204656,0.00012228526707102328,0.00029348464097045585
042 OB-out Frmd7 Gaba,0.0,0.0,0.0001836715951878042,0.0,0.0,0.017540637340435303,9.18357975939021e-05,0.0,0.6411975388006245,0.0,0.0,0.013040683258334098,0.0,0.0,0.0,0.0012857011663146294,9.18357975939021e-05,0.0,0.2971806410138672,0.0,0.0,0.005601983653228029,0.00394893929653779,0.0013775369639085315,0.01845899531637432
043 OB-mi Frmd7 Gaba,0.0,0.0,0.0,0.0,0.0,0.011511895625479662,0.0,0.0,0.8779739063699156,0.0,0.0023023791250959325,0.004604758250191865,0.0,0.0,0.0,0.0,0.0,0.0,0.0997697620874904,0.0,0.0,0.0,0.0,0.0,0.003837298541826554
044 OB Dopa-Gaba,0.0,0.0,0.0011494252873563218,0.0005747126436781609,0.0,0.01475095785440613,0.0,0.0,0.6582375478927203,0.0,0.0003831417624521073,0.010344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.29310344827586204,0.0,0.0,0.0022988505747126436,0.0019157088122605363,0.0011494252873563218,0.016091954022988506
045 OB-STR-CTX Inh IMN,0.0,0.0,0.006709315025745046,0.017787486347324074,0.0,0.0008581682009673896,0.0,0.0,0.33008269620845687,0.0,0.0,0.08605086596973006,0.0,0.0,0.0,0.22226556405055392,0.0009361834919644251,0.0,0.0036667186768606645,0.0,0.0007021376189733188,0.295131845841785,0.024808862537057264,0.010922140739584958,7.801529099703542e-05
046 Vip Gaba,0.0,0.0,0.049056150054106046,0.15245881928580016,0.000480942647589275,0.672778646146447,6.0117830948659375e-05,0.0,0.08620896958037753,0.0,0.002765420223638331,0.01635205001803535,6.0117830948659375e-05,0.0,0.0,0.000480942647589275,0.00096188529517855,0.0,0.00096188529517855,0.0,0.00036070698569195625,0.009198028135144884,0.004869544306841409,0.0019237705903571,0.0010220031261272094
047 Sncg Gaba,0.0,0.0,0.06647593402894648,0.216593739481656,0.0001682935038707506,0.5164927633793336,0.0,0.0,0.13917872770111073,0.0,0.0015146415348367553,0.012790306294177045,0.0001682935038707506,0.0,0.0,0.0010097610232245036,0.0003365870077415012,0.0,0.0021878155503197577,0.0,0.0001682935038707506,0.017670817906428812,0.015819589363850556,0.009087849209020532,0.0003365870077415012
048 RHP-COA Ndnf Gaba,0.0,0.0,0.07317939609236235,0.6373001776198934,0.0007104795737122557,0.02344582593250444,0.0,0.0,0.16198934280639432,0.0,0.0021314387211367673,0.03978685612788632,0.00035523978685612787,0.0007104795737122557,0.0,0.007104795737122558,0.004262877442273535,0.0,0.004262877442273535,0.0,0.0014209591474245115,0.010301953818827708,0.028774422735346358,0.00035523978685612787,0.003907637655417406
049 Lamp5 Gaba,0.0,0.0,0.02355976888988613,0.11308689067145342,0.0005048521904975599,0.6721265496157514,0.00016828406349918664,0.0,0.12166937790991193,0.0,0.0039266281483143544,0.025018230773545744,0.0004487575026644977,0.0,0.0,0.00016828406349918664,0.0016828406349918663,0.0,0.006282605037302967,0.0,0.00039266281483143545,0.00813372973579402,0.0027486397038200485,0.003982722836147417,0.016099175408088855
050 Lamp5 Lhx6 Gaba,0.0,0.0,0.08330808845804302,0.6261738867009997,0.0,0.1266282944562254,0.0,0.0,0.0545289306270827,0.0,0.0012117540139351712,0.018176310209027567,0.0003029385034837928,0.0003029385034837928,0.0,0.006361708573159649,0.004241139048773099,0.0,0.001514692517418964,0.0,0.0018176310209027568,0.025446834292638595,0.02726446531354135,0.020902756740381702,0.0018176310209027568
051 Pvalb chandelier Gaba,0.0,0.0,0.11866931479642502,0.2358490566037736,0.0,0.3555114200595829,0.0,0.0,0.23932472691161866,0.0,0.0,0.0253227408142999,0.0,0.0,0.0,0.0029791459781529296,0.0004965243296921549,0.0,0.0014895729890764648,0.0,0.0004965243296921549,0.00893743793445879,0.006454816285998014,0.004468718967229395,0.0
052 Pvalb Gaba,0.0,0.0,0.031113216912594197,0.15450566310184558,0.0,0.7154009295609404,0.0,0.0,0.07219890799151663,0.0,0.00015793511123144262,0.004151437209512206,2.2562158747348947e-05,0.0,0.0,0.0014665403185776815,0.0006317404449257705,0.0,0.0012183565723568432,0.0,0.00015793511123144262,0.009340733721402464,0.00643021524299445,0.0030684535896394567,0.0001353729524840937
053 Sst Gaba,0.0,0.0,0.05341034103410341,0.18407590759075906,0.0001375137513751375,0.6522827282728273,0.0,0.0,0.06292629262926293,0.0,0.0008800880088008801,0.011496149614961496,2.7502750275027502e-05,5.5005500550055004e-05,0.0,0.003025302530253025,0.0016776677667766776,0.0,0.00143014301430143,0.0,0.00055005500550055,0.012596259625962596,0.011826182618261826,0.0033003300330033004,0.00030253025302530255
054 STR Prox1 Lhx6 Gaba,0.0,0.0,0.06615909687582043,0.0031504331845628774,0.0031504331845628774,0.00420057757941717,0.0,0.0,0.01181412444211079,0.0,0.031766867944342345,0.8474665266474141,0.0005250721974271463,0.0,0.0,0.005513258072985036,0.0005250721974271463,0.0,0.0034129692832764505,0.0,0.0007876082961407193,0.01601470202152796,0.005513258072985036,0.0,0.0
055 STR Lhx8 Gaba,0.0,0.0,0.0037071362372567192,0.0,0.04031510658016682,0.0004633920296570899,0.0,0.0,0.0027803521779425394,0.0,0.1464318813716404,0.7636700648748842,0.0,0.0,0.0,0.005097312326227989,0.0013901760889712697,0.0,0.012974976830398516,0.0,0.0004633920296570899,0.009267840593141797,0.013438368860055607,0.0,0.0
056 Sst Chodl Gaba,0.0,0.0,0.0356489945155393,0.021252285191956124,0.009140767824497258,0.18875685557586838,0.0,0.0,0.08340950639853748,0.0,0.12797074954296161,0.4554387568555759,0.0,0.0,0.0,0.0047989031078610606,0.00022851919561243144,0.0,0.007084095063985375,0.0,0.0004570383912248629,0.03976234003656307,0.01576782449725777,0.010054844606946984,0.00022851919561243144
057 NDB-SI-MA-STRv Lhx8 Gaba,0.0,0.0,0.0067535878435418814,0.0,0.06650408029265548,0.0002813994934809117,0.00037519932464121565,0.0,0.02785854985461026,9.379983116030391e-05,0.6868023637557452,0.17906387768502016,9.379983116030391e-05,0.0,0.0,0.0,9.379983116030391e-05,0.0,0.0009379983116030392,9.379983116030391e-05,9.379983116030391e-05,0.02607635306256449,0.0044085920645342835,0.0,0.0004689991558015196
058 PAL-STR Gaba-Chol,0.0,0.0,0.00029708853238265005,0.0,0.038027332144979206,0.00029708853238265005,0.0,0.0,0.010992275698158051,0.0,0.48841354723707664,0.4298871063576946,0.00029708853238265005,0.0005941770647653001,0.0,0.00029708853238265005,0.0005941770647653001,0.0,0.00029708853238265005,0.0,0.0011883541295306002,0.0243612596553773,0.0038621509209744503,0.0,0.0005941770647653001
059 GPe-SI Sox6 Cyp26b1 Gaba,0.0,0.0,0.0027149321266968325,0.0,0.024434389140271493,0.0,0.0,0.0,0.006334841628959276,0.0,0.7013574660633484,0.1158371040723982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14570135746606336,0.0036199095022624436,0.0,0.0
060 OT D3 Folh1 Gaba,0.0,0.0,0.0,8.133387555917039e-05,8.133387555917039e-05,0.0,0.0,0.0,0.14290361935746237,0.0,0.03952826352175681,0.7989426596177308,0.0,0.0,0.0,0.0,0.00032533550223668155,0.0,0.003090687271248475,0.0,0.0,0.0,0.0,0.0,0.015046766978446523
061 STR D1 Gaba,0.0,0.0,0.0013358915507100846,0.0,7.172572084349448e-05,0.00016138287189786256,0.0,0.0,0.0062849662889112035,0.0,0.013466504088366088,0.9550996987519724,0.0,0.0,0.0,0.004715966145459762,0.0002600057380576675,0.0,0.0006365657724860135,0.0,0.000188280017214173,0.01638932721273849,0.0005827714818533926,0.0,0.0008069143594893128
062 STR D2 Gaba,0.0,0.0,0.005663683288345883,0.0,0.0001610077188994649,0.00031254439551072594,0.0,0.0,0.004195671733674291,0.0,0.009821470852867359,0.9596249467253871,0.0,0.0,0.0,0.004754463228678316,0.00015153667661126107,0.0,0.0008145096367855282,0.0,8.523938059383435e-05,0.013410995880096605,0.0008145096367855282,0.0,0.00018942084576407633
063 STR D1 Sema5a Gaba,0.0,0.0,0.014736650595833713,0.0,0.00027290093695988356,0.0029109433275720915,0.0,0.0,0.11207131811152551,0.0,0.10597653051942145,0.6941690166469572,0.0,0.0,0.0,0.012189575184208132,0.0006367688529063949,0.0,0.00973346675156918,0.0,0.00027290093695988356,0.028563631401801147,0.008187028108796507,0.0006367688529063949,0.009642499772582552
064 STR-PAL Chst9 Gaba,0.0,0.0,0.13873302431487355,0.000813206473123526,0.008945271204358786,0.009026591851671139,0.0,0.0,0.046840692851915104,0.0,0.15377734406765878,0.5227291209238025,0.0009758477677482313,8.13206473123526e-05,0.0,0.005204521427990567,0.0008945271204358787,0.0,0.008619988615109377,0.0,0.0020330161828088153,0.07538424005855086,0.025128080019516955,0.0007318858258111735,8.13206473123526e-05
065 IA Mgp Gaba,0.0,0.0,0.28991971454058874,0.0044603033006244425,0.001784121320249777,0.026761819803746655,0.0,0.0,0.37555753791257807,0.0,0.036574487065120426,0.2016057091882248,0.0,0.0,0.0,0.0,0.0,0.0,0.008028545941123996,0.0,0.0,0.03300624442462088,0.021409455842997322,0.0,0.0008920606601248885
066 NDB-SI-ant Prdm12 Gaba,0.0,0.0,0.016129032258064516,0.00031017369727047146,0.005893300248138958,0.004342431761786601,0.0,0.0,0.4463399503722084,0.0,0.1259305210918114,0.3467741935483871,0.008995037220843672,0.0009305210918114144,0.0,0.0,0.0006203473945409429,0.0,0.028846153846153848,0.0,0.003101736972704715,0.002791563275434243,0.005583126550868486,0.00031017369727047146,0.003101736972704715
067 LSX Sall3 Pax6 Gaba,0.0,0.0,0.0,0.0010193679918450561,0.0020387359836901123,0.0010193679918450561,0.0,0.0,0.017329255861365953,0.0,0.017329255861365953,0.8114169215086646,0.0,0.03058103975535168,0.0,0.0020387359836901123,0.0061162079510703364,0.0,0.0020387359836901123,0.0,0.0,0.0,0.109072375127421,0.0,0.0
068 LSX Otx2 Gaba,0.0,0.0,0.0,0.0,0.004766949152542373,0.0,0.0,0.0,0.0005296610169491525,0.0,0.012711864406779662,0.9560381355932204,0.004766949152542373,0.004766949152542373,0.0,0.0005296610169491525,0.00211864406779661,0.0,0.0,0.0,0.00211864406779661,0.001059322033898305,0.01059322033898305,0.0,0.0
069 LSX Nkx2-1 Gaba,0.0,0.0,0.0,0.0,0.0031715052451817514,0.0,0.0,0.0,0.00048792388387411563,0.0,0.02317638448402049,0.9619419370578189,0.0,0.0,0.0,0.0,0.00048792388387411563,0.0,0.0,0.0,0.0,0.0019516955354964625,0.008782629909734082,0.0,0.0
070 LSX Prdm12 Slit2 Gaba,0.0,0.0,0.0,0.0,0.00020703933747412008,0.00020703933747412008,0.0,0.0,0.015527950310559006,0.0,0.008074534161490683,0.9476190476190476,0.0,0.008902691511387164,0.0,0.0008281573498964803,0.0008281573498964803,0.0,0.0,0.0,0.0,0.0006211180124223603,0.017184265010351966,0.0,0.0
071 LSX Prdm12 Zeb2 Gaba,0.0,0.0,0.0,0.002213368747233289,0.0,0.0004426737494466578,0.0,0.0,0.003098716246126605,0.0,0.012837538733953076,0.882248782647189,0.0,0.0013280212483399733,0.0,0.0035413899955732625,0.012837538733953076,0.0,0.0,0.0,0.0,0.027224435590969456,0.05422753430721558,0.0,0.0
072 LSX Sall3 Lmo1 Gaba,0.0,0.0,0.0,0.058102587380844305,0.0,0.0,0.0,0.0,0.008624602814344077,0.0,0.05129369042215161,0.669541534271448,0.0,0.012256014525646845,0.0,0.0,0.01861098502042669,0.0,0.0,0.0,0.0,0.006808896958692692,0.1743077621425329,0.0,0.00045392646391284613
073 MEA-BST Sox6 Gaba,0.0,0.0,0.046599131693198265,0.0008683068017366136,0.09898697539797395,0.0011577424023154848,0.0002894356005788712,0.0,0.11056439942112879,0.0002894356005788712,0.1962373371924747,0.5206946454413893,0.0017366136034732273,0.0,0.0,0.0,0.0005788712011577424,0.0,0.010130246020260492,0.0002894356005788712,0.0008683068017366136,0.0008683068017366136,0.009261939218523878,0.0,0.0005788712011577424
074 MEA-BST Lhx6 Sp9 Gaba,0.0,0.0,0.010773751224289911,0.0,0.1377734247469801,0.0,0.0,0.0,0.01305909239307868,0.0,0.2781586679725759,0.5177930133855697,0.001305909239307868,0.0,0.0,0.0,0.001305909239307868,0.0,0.012732615083251714,0.0,0.009467841984982043,0.000326477309826967,0.017303297420829252,0.0,0.0
075 MEA-BST Lhx6 Nr2e1 Gaba,0.0,0.0,0.21204188481675393,0.009162303664921465,0.020942408376963352,0.002617801047120419,0.0,0.0,0.07722513089005235,0.0,0.12303664921465969,0.5143979057591623,0.0013089005235602095,0.0,0.0,0.0013089005235602095,0.003926701570680628,0.0,0.006544502617801047,0.0,0.0013089005235602095,0.005235602094240838,0.020942408376963352,0.0,0.0
076 MEA-BST Lhx6 Nfib Gaba,0.0,0.0,0.01205699671172817,0.005115089514066497,0.22506393861892582,0.0,0.0,0.0,0.018633540372670808,0.0,0.216660577274388,0.4629156010230179,0.001826817683595177,0.0,0.0,0.00036536353671903543,0.00401899890390939,0.0,0.0047497259773474606,0.0,0.01680672268907563,0.00036536353671903543,0.031421264157837046,0.0,0.0
077 CEA-BST Gal Avp Gaba,0.0,0.0,0.0,0.0,0.10119047619047619,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.005952380952380952,0.017857142857142856,0.03571428571428571,0.0,0.0
078 SI-MA-ACB Ebf1 Bnc2 Gaba,0.0,0.0,0.0018315018315018315,0.0,0.014652014652014652,0.0,0.0,0.0,0.014652014652014652,0.0,0.5641025641025641,0.3974358974358974,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.003663003663003663,0.0,0.0
079 CEA-BST Six3 Cyp26b1 Gaba,0.0,0.0,0.010467289719626169,0.00037383177570093456,0.006355140186915888,0.0,0.0,0.0,0.0011214953271028037,0.0,0.21682242990654205,0.708411214953271,0.0,0.0,0.0,0.002616822429906542,0.0,0.0,0.005981308411214953,0.0,0.006355140186915888,0.011214953271028037,0.0302803738317757,0.0,0.0
