supertype,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm,unassigned
0231 Sst Gaba_18,0.0,0.0,0.08695652173913043,0.18840579710144928,0.0,0.12779973649538867,0.0,0.0,0.4980237154150198,0.0,0.00922266139657444,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.0,0.0013175230566534915,0.01844532279314888,0.005270092226613966,0.005270092226613966,0.0013175230566534915
0232 Sst Gaba_19,0.0,0.0,0.0234375,0.8125,0.0,0.037109375,0.0,0.0,0.091796875,0.0,0.0,0.001953125,0.0,0.0,0.0,0.0,0.001953125,0.0,0.0,0.0,0.0,0.013671875,0.013671875,0.0,0.00390625
0233 STR Prox1 Lhx6 Gaba_1,0.0,0.0,0.1595744680851064,0.028368794326241134,0.031914893617021274,0.0,0.0,0.0,0.07092198581560284,0.0,0.1702127659574468,0.5070921985815603,0.0035460992907801418,0.0,0.0,0.0,0.0,0.0,0.014184397163120567,0.0,0.0035460992907801418,0.0,0.010638297872340425,0.0,0.0
0234 STR Prox1 Lhx6 Gaba_2,0.0,0.0,0.026532479414455627,0.0,0.0003049710277523635,0.0036596523330283625,0.0,0.0,0.006099420555047271,0.0,0.01463860933211345,0.9167429094236048,0.0003049710277523635,0.0,0.0,0.006404391582799634,0.0003049710277523635,0.0,0.002439768222018908,0.0,0.000609942055504727,0.018298261665141813,0.0036596523330283625,0.0,0.0
0235 STR Prox1 Lhx6 Gaba_3,0.0,0.0,0.4838709677419355,0.016129032258064516,0.008064516129032258,0.016129032258064516,0.0,0.0,0.020161290322580645,0.0,0.10080645161290322,0.3185483870967742,0.0,0.0,0.0,0.0,0.004032258064516129,0.0,0.004032258064516129,0.0,0.0,0.004032258064516129,0.024193548387096774,0.0,0.0
0236 STR Lhx8 Gaba_1,0.0,0.0,0.0,0.0,0.024857954545454544,0.0,0.0,0.0,0.002130681818181818,0.0,0.07954545454545454,0.8728693181818182,0.0,0.0,0.0,0.002840909090909091,0.0007102272727272727,0.0,0.006392045454545455,0.0,0.0007102272727272727,0.004971590909090909,0.004971590909090909,0.0,0.0
0237 STR Lhx8 Gaba_2,0.0,0.0,0.010666666666666666,0.0,0.06933333333333333,0.0013333333333333333,0.0,0.0,0.004,0.0,0.272,0.5586666666666666,0.0,0.0,0.0,0.009333333333333334,0.0026666666666666666,0.0,0.025333333333333333,0.0,0.0,0.017333333333333333,0.029333333333333333,0.0,0.0
0238 Sst Chodl Gaba_1,0.0,0.0,0.02702702702702703,0.0,0.09266409266409266,0.003861003861003861,0.0,0.0,0.023166023166023165,0.0,0.42857142857142855,0.35135135135135137,0.0,0.0,0.0,0.007722007722007722,0.0,0.0,0.003861003861003861,0.0,0.007722007722007722,0.007722007722007722,0.04633204633204633,0.0,0.0
0239 Sst Chodl Gaba_2,0.0,0.0,0.018446601941747572,0.005339805825242718,0.001941747572815534,0.011650485436893204,0.0,0.0,0.0470873786407767,0.0,0.07135922330097087,0.7932038834951456,0.0,0.0,0.0,0.006310679611650485,0.0,0.0,0.003883495145631068,0.0,0.0,0.03495145631067961,0.0048543689320388345,0.0004854368932038835,0.0004854368932038835
0240 Sst Chodl Gaba_3,0.0,0.0,0.006493506493506494,0.003246753246753247,0.016233766233766232,0.0,0.0,0.0,0.07142857142857142,0.0,0.5487012987012987,0.3409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.003246753246753247,0.0,0.0,0.003246753246753247,0.006493506493506494,0.0,0.0
