ID	Type	RO:0002220	contact_um2	min_dist_um	centroid_um
ID	TYPE	AI RO:0002220	>AT n2o:contactArea^^xsd:float	>AT n2o:minDistance^^xsd:float	>AT n2o:centroidDistance^^xsd:float
MBA:1020	owl:NamedIndividual	MBA:1088	21250.001	25.000	997.667
MBA:1088	owl:NamedIndividual	MBA:1020	21250.001	25.000	997.667
MBA:1020	owl:NamedIndividual	MBA:155	1156250.034	25.000	857.389
MBA:155	owl:NamedIndividual	MBA:1020	1156250.034	25.000	857.389
MBA:1020	owl:NamedIndividual	MBA:218	1296250.039	25.000	801.409
MBA:218	owl:NamedIndividual	MBA:1020	1296250.039	25.000	801.409
MBA:1020	owl:NamedIndividual	MBA:549	218125.007	25.000	455.672
MBA:549	owl:NamedIndividual	MBA:1020	218125.007	25.000	455.672
MBA:1020	owl:NamedIndividual	MBA:560581551	2125000.063	25.000	457.906
MBA:560581551	owl:NamedIndividual	MBA:1020	2125000.063	25.000	457.906
MBA:1020	owl:NamedIndividual	MBA:563807435	889375.027	25.000	886.687
MBA:563807435	owl:NamedIndividual	MBA:1020	889375.027	25.000	886.687
MBA:1020	owl:NamedIndividual	MBA:575	446875.013	25.000	392.456
MBA:575	owl:NamedIndividual	MBA:1020	446875.013	25.000	392.456
MBA:1020	owl:NamedIndividual	MBA:629	1413125.042	25.000	889.568
MBA:629	owl:NamedIndividual	MBA:1020	1413125.042	25.000	889.568
MBA:1020	owl:NamedIndividual	MBA:718	442500.013	25.000	545.654
MBA:718	owl:NamedIndividual	MBA:1020	442500.013	25.000	545.654
MBA:1020	owl:NamedIndividual	MBA:725	310000.009	25.000	741.318
MBA:725	owl:NamedIndividual	MBA:1020	310000.009	25.000	741.318
MBA:1020	owl:NamedIndividual	MBA:733	4241250.126	25.000	320.407
MBA:733	owl:NamedIndividual	MBA:1020	4241250.126	25.000	320.407
MBA:1020	owl:NamedIndividual	MBA:741	410625.012	25.000	815.033
MBA:741	owl:NamedIndividual	MBA:1020	410625.012	25.000	815.033
MBA:1020	owl:NamedIndividual	MBA:907	703125.021	25.000	617.658
MBA:907	owl:NamedIndividual	MBA:1020	703125.021	25.000	617.658
MBA:1020	owl:NamedIndividual	MBA:930	630625.019	25.000	336.539
MBA:930	owl:NamedIndividual	MBA:1020	630625.019	25.000	336.539
