cluster,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm
4586 SPVC Ccdc172 Glut_1,0,3,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0
4587 SPVC Nmu Glut_1,0,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4588 SPVC Nmu Glut_1,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0
4589 SPVC Nmu Glut_1,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0
4590 SPVC Nmu Glut_1,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,2,1,1,2,0,0,0,0
4591 SPVC Nmu Glut_1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4592 SPVC Nmu Glut_2,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4593 SPVC Nmu Glut_2,0,4,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4594 MDRNd Bves Glut_1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4595 MDRNd Bves Glut_1,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4596 MDRNd Bves Glut_1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4597 MDRNv Crp Glut_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4598 MDRNv Crp Glut_1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4599 MDRNv Crp Glut_1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600 MDRNv Crp Glut_1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4601 HB Calcb Chol_1,0,0,0,0,0,0,1,4,0,42,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4602 HB Calcb Chol_2,0,0,0,0,0,0,92,22,2,5,0,0,0,0,0,0,0,0,39,0,0,0,2,0
4603 HB Calcb Chol_3,0,0,0,0,0,0,2,33,0,92,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4604 HB Calcb Chol_4,0,0,0,0,0,0,5,493,0,96,0,0,0,0,0,0,0,0,4,3,0,0,0,0
4605 HB Calcb Chol_5,0,0,0,0,0,0,0,118,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4606 Pineal Crx Glut_1,0,7,0,0,0,40,66,0,0,0,0,0,1,124,0,3,300,0,1,0,0,0,3,0
4607 CS-RPO Meis2 Gaba_1,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4608 CS-RPO Meis2 Gaba_1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4609 CS-RPO Meis2 Gaba_1,0,0,0,0,0,0,7,0,0,155,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4610 CS-RPO Meis2 Gaba_1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0
4611 CS-RPO Meis2 Gaba_1,0,0,0,0,0,0,3,0,0,45,1,0,0,0,0,0,0,0,0,2,0,0,0,0
4612 CS-RPO Meis2 Gaba_1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4613 CS-RPO Meis2 Gaba_2,0,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614 CS-RPO Meis2 Gaba_2,0,0,0,0,0,0,2,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0
4615 CS-RPO Meis2 Gaba_2,0,0,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4616 CS-RPO Meis2 Gaba_2,0,0,0,0,0,0,1,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0
4617 CS-RPO Meis2 Gaba_2,0,0,0,0,0,0,5,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0
4618 CS-RPO Meis2 Gaba_3,0,1,0,0,0,0,8,8,0,152,0,0,0,0,4,0,0,0,1,3,0,0,0,0
4619 CS-RPO Meis2 Gaba_3,0,0,0,0,1,0,18,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4620 CS-RPO Meis2 Gaba_3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4621 CS-RPO Meis2 Gaba_3,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4622 CS-RPO Meis2 Gaba_4,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4623 CS-RPO Meis2 Gaba_4,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4624 CS-RPO Meis2 Gaba_4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4625 CS-RPO Meis2 Gaba_4,0,0,0,0,0,0,12,2,0,105,0,0,0,0,0,0,0,0,0,3,0,0,0,0
4626 CS-RPO Meis2 Gaba_4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0
4627 CS-RPO Meis2 Gaba_4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628 CS-RPO Meis2 Gaba_5,0,0,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4629 CS-RPO Meis2 Gaba_5,0,0,0,0,0,0,1,3,0,69,0,0,0,0,2,0,0,0,6,0,0,0,0,0
4630 CS-RPO Meis2 Gaba_5,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4631 CS-RPO Meis2 Gaba_5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4632 CS-RPO Meis2 Gaba_5,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,1,10,0,0,0,0
4633 PRNc Otp Gly-Gaba_1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4634 PRNc Otp Gly-Gaba_1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4635 PRNc Otp Gly-Gaba_1,0,0,0,0,0,0,0,5,0,53,0,0,0,0,0,0,0,0,1,5,0,0,0,0
4636 PRNc Otp Gly-Gaba_1,0,0,0,0,0,0,0,7,0,48,0,0,0,0,0,0,0,0,5,1,0,0,0,0
4637 PRNc Otp Gly-Gaba_1,0,0,0,0,0,0,1,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4638 PRNc Otp Gly-Gaba_1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639 PRNc Otp Gly-Gaba_1,0,0,0,0,0,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640 PRNc Otp Gly-Gaba_2,0,0,0,0,0,0,0,3,0,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4641 PRNc Otp Gly-Gaba_2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0
4642 PRNc Otp Gly-Gaba_2,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,0
4643 PRNc Otp Gly-Gaba_2,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4644 PRNc Otp Gly-Gaba_2,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0
4645 PRNc Otp Gly-Gaba_2,0,0,0,0,0,0,0,7,0,22,0,0,0,0,0,0,0,0,5,0,0,0,0,0
4646 PRNc Otp Gly-Gaba_2,0,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4647 PRNc Otp Gly-Gaba_3,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4648 PRNc Otp Gly-Gaba_3,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649 PRNc Otp Gly-Gaba_3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4650 PRNc Otp Gly-Gaba_3,0,0,0,0,0,0,0,7,0,51,0,0,0,0,0,0,0,0,2,21,0,0,0,0
4651 PRNc Otp Gly-Gaba_3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4652 PRNc Otp Gly-Gaba_3,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4653 PRNc Otp Gly-Gaba_3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4654 PRNc Otp Gly-Gaba_3,0,0,0,0,0,0,0,21,0,17,0,0,0,0,0,0,0,0,2,7,0,0,0,0
4655 PRNc Otp Gly-Gaba_4,0,0,0,0,0,0,0,2,0,74,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4656 PRNc Otp Gly-Gaba_4,0,0,0,0,0,0,0,18,0,23,0,0,0,0,0,0,1,0,4,0,0,0,0,0
4657 PRNc Otp Gly-Gaba_4,0,0,0,0,0,0,1,7,0,54,0,0,0,0,1,0,0,0,0,2,0,0,0,0
4658 PRNc Otp Gly-Gaba_4,0,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4659 PRNc Otp Gly-Gaba_4,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4660 PRNc Otp Gly-Gaba_4,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4661 PRNc Otp Gly-Gaba_5,0,0,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4662 PRNc Otp Gly-Gaba_5,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4663 PRNc Otp Gly-Gaba_5,0,0,0,0,0,0,1,0,0,106,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4664 PB Sst Gly-Gaba_1,2,7,0,0,0,0,1,0,0,46,0,0,0,0,2,0,2,5,0,0,0,0,0,0
4665 PB Sst Gly-Gaba_1,0,4,0,0,0,0,1,0,0,18,0,0,0,0,0,0,1,3,0,0,0,0,0,0
4666 PB Sst Gly-Gaba_1,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4667 PB Sst Gly-Gaba_1,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668 PB Sst Gly-Gaba_2,0,0,0,0,0,0,0,9,0,36,0,0,0,0,0,0,0,1,16,2,0,0,0,0
4669 PRNc Prox1 Brs3 Gly-Gaba_1,0,0,0,0,0,0,0,38,0,78,0,0,0,0,0,0,0,0,5,2,0,0,0,0
4670 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,2,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4673 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,6,0,0,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4674 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,0,1,0,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4675 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,9,0,0,14,0,0,0,0,0,0,0,3,0,2,0,0,0,0
4680 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,10,0,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4681 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4682 CS-PRNr-PCG Tmem163 Otp Gaba_1,0,0,0,0,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4683 CS-PRNr-PCG Tmem163 Otp Gaba_2,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684 CS-PRNr-PCG Tmem163 Otp Gaba_2,0,0,0,0,0,0,8,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4685 CS-PRNr-PCG Tmem163 Otp Gaba_2,0,0,0,0,0,0,17,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4686 CS-PRNr-PCG Tmem163 Otp Gaba_3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4687 CS-PRNr-DR En1 Sox2 Gaba_1,0,0,0,0,0,0,111,0,0,25,0,0,0,0,0,0,0,13,4,6,0,0,1,0
4688 CS-PRNr-DR En1 Sox2 Gaba_1,1,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689 CS-PRNr-DR En1 Sox2 Gaba_1,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4690 CS-PRNr-DR En1 Sox2 Gaba_1,0,0,0,0,0,0,32,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4691 CS-PRNr-DR En1 Sox2 Gaba_1,0,1,0,0,0,0,13,0,0,31,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4692 CS-PRNr-DR En1 Sox2 Gaba_1,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4693 CS-PRNr-DR En1 Sox2 Gaba_1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4694 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,42,0,0,49,0,0,0,0,0,0,0,2,0,5,0,0,0,0
4695 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,15,0,0,20,0,0,0,0,0,0,0,2,0,1,0,0,0,0
4696 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,3,0,1,0,0,0,0
4697 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,19,0,0,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4698 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,14,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0
4699 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4700 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,15,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4701 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,33,0,0,12,0,0,0,0,0,0,0,0,1,3,0,0,0,0
4702 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,16,0,0,11,0,0,0,0,0,0,0,1,0,3,0,0,0,0
4703 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,120,0,0,90,0,0,0,0,0,0,0,13,2,6,0,1,0,0
4704 CS-PRNr-DR En1 Sox2 Gaba_2,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4705 LDT Fgf7 Gaba_1,0,3,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4706 LDT Fgf7 Gaba_1,0,2,0,0,0,0,6,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4707 LDT Fgf7 Gaba_1,2,22,0,0,0,0,16,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4708 LDT-DTN Gata3 Nfix Gaba_1,0,0,0,0,0,0,60,0,0,53,0,0,0,0,0,0,0,0,5,0,0,0,0,0
4709 LDT-DTN Gata3 Nfix Gaba_1,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4710 LDT-DTN Gata3 Nfix Gaba_1,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4711 LDT-DTN Gata3 Nfix Gaba_1,0,0,0,0,0,0,8,0,0,42,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4712 LDT-DTN Gata3 Nfix Gaba_2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4713 LDT-DTN Gata3 Nfix Gaba_2,0,0,0,0,0,0,10,0,0,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4714 LDT-DTN Gata3 Nfix Gaba_2,0,0,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4715 LDT-DTN Gata3 Nfix Gaba_2,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4716 LDT-DTN Gata3 Nfix Gaba_2,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4717 NI-RPO Gata3 Nr4a2 Gaba_1,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4718 NI-RPO Gata3 Nr4a2 Gaba_1,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4719 NI-RPO Gata3 Nr4a2 Gaba_1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4720 NI-RPO Gata3 Nr4a2 Gaba_1,0,0,0,0,0,0,1,1,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4721 NI-RPO Gata3 Nr4a2 Gaba_1,0,0,0,0,0,0,5,3,0,44,0,0,0,0,6,0,0,0,2,0,0,0,0,0
4722 NI-RPO Gata3 Nr4a2 Gaba_2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723 NI-RPO Gata3 Nr4a2 Gaba_2,0,0,0,0,0,0,1,6,0,43,0,0,0,0,5,0,0,0,1,0,0,0,0,0
4724 NI-RPO Gata3 Nr4a2 Gaba_2,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4725 NI-RPO Gata3 Nr4a2 Gaba_2,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4726 NI-RPO Gata3 Nr4a2 Gaba_2,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4727 NI-RPO Gata3 Nr4a2 Gaba_2,0,0,0,0,0,0,0,3,0,17,0,0,0,0,2,0,0,0,1,0,0,0,0,0
4728 NI-RPO Gata3 Nr4a2 Gaba_2,0,0,0,0,0,0,0,2,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0
4729 NI-RPO Gata3 Nr4a2 Gaba_3,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4730 NI-RPO Gata3 Nr4a2 Gaba_4,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4731 NI-RPO Gata3 Nr4a2 Gaba_4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4732 NI-RPO Gata3 Nr4a2 Gaba_4,0,0,0,0,0,0,5,0,0,38,0,0,0,0,0,0,0,0,3,2,0,0,0,0
4733 NI-RPO Gata3 Nr4a2 Gaba_4,0,0,0,0,0,0,2,8,0,45,0,0,0,0,6,0,0,0,1,0,0,0,0,0
4734 LDT-PCG-CS Gata3 Lhx1 Gaba_1,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4735 LDT-PCG-CS Gata3 Lhx1 Gaba_1,0,2,0,0,0,0,31,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4736 LDT-PCG-CS Gata3 Lhx1 Gaba_1,0,0,0,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4737 LDT-PCG-CS Gata3 Lhx1 Gaba_1,0,0,0,0,0,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4738 LDT-PCG-CS Gata3 Lhx1 Gaba_1,0,1,0,0,0,0,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4739 LDT-PCG-CS Gata3 Lhx1 Gaba_2,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4740 LDT-PCG-CS Gata3 Lhx1 Gaba_2,0,0,0,0,0,0,1,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4741 LDT-PCG-CS Gata3 Lhx1 Gaba_2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4742 LDT-PCG-CS Gata3 Lhx1 Gaba_2,0,0,0,0,0,0,6,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4743 LDT-PCG-CS Gata3 Lhx1 Gaba_3,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0
4744 LDT-PCG-CS Gata3 Lhx1 Gaba_3,0,0,0,0,1,0,56,0,0,114,0,0,0,0,0,0,2,0,1,0,0,0,0,0
4745 LDT-PCG-CS Gata3 Lhx1 Gaba_4,0,0,0,0,0,0,19,0,0,46,0,0,0,0,0,0,0,3,1,0,0,0,0,0
4746 LDT-PCG-CS Gata3 Lhx1 Gaba_5,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747 LDT-PCG-CS Gata3 Lhx1 Gaba_5,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4748 LDT-PCG-CS Gata3 Lhx1 Gaba_5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749 PDTg-PCG Pax6 Gaba_1,0,5,0,0,0,0,1,2,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4750 PDTg-PCG Pax6 Gaba_1,0,1,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751 PDTg-PCG Pax6 Gaba_1,1,7,0,0,0,0,3,1,0,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4752 PDTg-PCG Pax6 Gaba_1,0,3,0,0,0,0,2,0,0,14,0,0,0,0,3,0,0,0,1,0,0,0,0,0
4753 PDTg-PCG Pax6 Gaba_2,0,0,0,0,0,0,87,1,0,87,0,0,0,0,0,0,0,0,1,2,0,0,0,0
4754 PDTg-PCG Pax6 Gaba_3,0,0,0,0,0,0,2,2,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4755 PDTg-PCG Pax6 Gaba_3,0,0,0,0,0,0,2,24,0,163,1,0,0,0,14,0,0,1,0,0,0,0,0,0
4756 PDTg-PCG Pax6 Gaba_4,0,0,0,0,0,0,2,3,0,39,0,0,0,0,8,0,0,0,0,0,0,0,0,0
4757 PDTg-PCG Pax6 Gaba_4,0,0,0,0,0,0,0,1,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4758 PDTg Otp Shroom3 Gaba_1,0,3,0,0,0,0,0,1,0,44,0,0,0,0,10,0,0,0,0,0,0,0,0,0
4759 PDTg Otp Shroom3 Gaba_1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4761 PDTg Otp Olig3 Gaba_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4762 PDTg Otp Olig3 Gaba_1,0,1,0,0,0,0,2,7,0,106,0,0,1,0,60,0,0,0,0,0,0,0,0,0
4763 LDT-PCG St18 Gaba_1,0,1,0,0,0,0,2,3,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4764 LDT-PCG St18 Gaba_1,0,0,0,0,0,0,0,2,0,26,0,0,0,0,7,0,0,0,0,0,0,0,0,0
4765 LDT-PCG St18 Gaba_1,0,0,0,0,0,0,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4766 LDT-PCG St18 Gaba_1,0,0,0,0,0,0,12,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4767 LDT-PCG St18 Gaba_1,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4768 LDT-PCG St18 Gaba_1,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4769 LDT-PCG St18 Gaba_1,0,1,0,0,0,0,21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4770 LDT-PCG St18 Gaba_1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4771 LDT-PCG St18 Gaba_1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4772 LDT-PCG St18 Gaba_2,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4773 LDT-PCG St18 Gaba_2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4774 LDT-PCG St18 Gaba_2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4775 DTN-LDT-IPN Otp Pax3 Gaba_1,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4776 DTN-LDT-IPN Otp Pax3 Gaba_1,0,4,0,0,0,0,0,2,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0
4777 DTN-LDT-IPN Otp Pax3 Gaba_1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4778 DTN-LDT-IPN Otp Pax3 Gaba_1,0,1,0,0,0,0,8,0,0,27,0,1,0,0,0,0,0,0,2,0,1,0,0,0
4779 DTN-LDT-IPN Otp Pax3 Gaba_2,0,0,0,0,0,0,75,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
