cluster,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm
2396 PH-ant-LHA Otp Bsx Glut_2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397 PH-ant-LHA Otp Bsx Glut_2,0,0,0,0,45,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
2398 PH-ant-LHA Otp Bsx Glut_2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2399 PH-ant-LHA Otp Bsx Glut_2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400 PH-ant-LHA Otp Bsx Glut_2,0,0,0,0,37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2401 PH-ant-LHA Otp Bsx Glut_3,0,0,0,0,110,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,7,0
2402 PH-ant-LHA Otp Bsx Glut_3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2403 PH-ant-LHA Otp Bsx Glut_3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2404 PH-ant-LHA Otp Bsx Glut_3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2405 PH-ant-LHA Otp Bsx Glut_3,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2406 PH-ant-LHA Otp Bsx Glut_3,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2407 PH-ant-LHA Otp Bsx Glut_4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408 PH-ant-LHA Otp Bsx Glut_4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409 PH-ant-LHA Otp Bsx Glut_4,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2410 PH-ant-LHA Otp Bsx Glut_4,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2411 PH-ant-LHA Otp Bsx Glut_4,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2412 PH-ant-LHA Otp Bsx Glut_4,0,0,0,0,113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0
2413 PH-ant-LHA Otp Bsx Glut_5,0,0,0,0,48,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
2414 PH-ant-LHA Otp Bsx Glut_5,0,0,0,0,72,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0
2415 PH-ant-LHA Otp Bsx Glut_5,0,0,0,0,104,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
2416 PH-ant-LHA Otp Bsx Glut_5,0,0,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2417 PH-ant-LHA Otp Bsx Glut_5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2418 PH-ant-LHA Otp Bsx Glut_5,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2419 PH-ant-LHA Otp Bsx Glut_5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420 PH-ant-LHA Otp Bsx Glut_6,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2421 PH-ant-LHA Otp Bsx Glut_6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422 PH-ant-LHA Otp Bsx Glut_6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423 PH-ant-LHA Otp Bsx Glut_7,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2424 PH-ant-LHA Otp Bsx Glut_7,0,0,0,0,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2425 PH-ant-LHA Otp Bsx Glut_7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426 PH-ant-LHA Otp Bsx Glut_7,0,0,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0
2427 PH-ant-LHA Otp Bsx Glut_7,0,0,0,0,55,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2428 PH-ant-LHA Otp Bsx Glut_7,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429 STN-PSTN Pitx2 Glut_1,0,0,0,0,58,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430 STN-PSTN Pitx2 Glut_1,0,0,0,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
2431 STN-PSTN Pitx2 Glut_1,0,0,0,0,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0
2432 STN-PSTN Pitx2 Glut_1,0,0,0,0,51,0,4,0,0,0,1,0,0,0,0,0,0,0,0,6,3,0,0,0
2433 STN-PSTN Pitx2 Glut_1,0,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434 STN-PSTN Pitx2 Glut_1,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435 STN-PSTN Pitx2 Glut_1,0,0,0,0,56,0,4,0,0,0,7,0,0,0,0,0,0,0,2,1,2,3,0,0
2437 STN-PSTN Pitx2 Glut_2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2438 STN-PSTN Pitx2 Glut_2,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2439 STN-PSTN Pitx2 Glut_2,0,0,0,0,75,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,3,1,0,0
2440 STN-PSTN Pitx2 Glut_2,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441 STN-PSTN Pitx2 Glut_2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2442 STN-PSTN Pitx2 Glut_3,0,0,0,0,155,0,4,0,0,0,1,0,0,0,0,0,0,0,0,8,3,0,0,0
2443 STN-PSTN Pitx2 Glut_3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444 STN-PSTN Pitx2 Glut_3,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2445 STN-PSTN Pitx2 Glut_3,0,0,0,0,27,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2446 STN-PSTN Pitx2 Glut_3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2447 STN-PSTN Pitx2 Glut_3,0,0,0,0,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0
2448 STN-PSTN Pitx2 Glut_4,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2449 STN-PSTN Pitx2 Glut_4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450 STN-PSTN Pitx2 Glut_4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451 STN-PSTN Pitx2 Glut_4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
2452 STN-PSTN Pitx2 Glut_4,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
2453 STN-PSTN Pitx2 Glut_5,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0
2454 STN-PSTN Pitx2 Glut_5,0,1,0,0,608,0,57,0,0,1,120,1,0,0,0,0,0,0,0,24,170,61,0,0
2455 STN-PSTN Pitx2 Glut_5,0,0,0,0,273,0,22,0,0,0,42,0,0,0,0,0,0,0,0,7,115,67,0,0
2456 STN-PSTN Pitx2 Glut_5,0,0,0,0,26,0,5,0,0,0,0,0,1,0,0,0,0,0,0,8,1,1,0,0
2457 STN-PSTN Pitx2 Glut_6,0,0,0,0,49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2458 STN-PSTN Pitx2 Glut_6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2459 STN-PSTN Pitx2 Glut_7,0,0,0,0,85,0,10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,19,0
2460 PMv-TMv Pitx2 Glut_1,0,0,0,0,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2461 PMv-TMv Pitx2 Glut_1,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2462 PMv-TMv Pitx2 Glut_1,0,0,0,0,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2463 PMv-TMv Pitx2 Glut_1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464 PMv-TMv Pitx2 Glut_1,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465 PMv-TMv Pitx2 Glut_2,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2466 PMv-TMv Pitx2 Glut_2,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
2467 PMv-TMv Pitx2 Glut_2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468 PMv-TMv Pitx2 Glut_2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2469 PMv-TMv Pitx2 Glut_3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470 PMv-TMv Pitx2 Glut_3,0,0,0,0,109,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
2471 PMv-TMv Pitx2 Glut_3,0,0,0,0,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472 PMv-TMv Pitx2 Glut_3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473 PMv-TMv Pitx2 Glut_3,0,0,0,0,146,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
2474 PH-an Pitx2 Glut_1,0,0,0,0,72,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,0
2475 PH-an Pitx2 Glut_1,0,0,0,0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2476 PH-an Pitx2 Glut_2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477 PH-an Pitx2 Glut_2,0,0,0,0,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2478 PH-an Pitx2 Glut_2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479 PH-an Pitx2 Glut_2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480 PH-an Pitx2 Glut_2,0,0,0,0,28,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2481 PH Pitx2 Glut_1,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2482 PH Pitx2 Glut_1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483 PH Pitx2 Glut_1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484 PH Pitx2 Glut_1,0,0,0,0,16,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0
2485 PH Pitx2 Glut_2,0,0,0,0,122,0,67,0,1,0,1,1,48,0,0,0,0,0,0,0,0,0,11,0
2486 PH Pitx2 Glut_2,0,0,0,0,53,0,54,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0
2487 PH Pitx2 Glut_2,0,0,0,0,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488 PH Pitx2 Glut_2,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2489 PH Pitx2 Glut_2,0,0,0,0,60,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0
2490 PH Pitx2 Glut_2,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491 PH Pitx2 Glut_2,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492 PH Pitx2 Glut_2,0,0,0,0,37,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
2493 PH Pitx2 Glut_2,0,0,0,0,19,0,3,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0
2494 PH Pitx2 Glut_2,0,0,0,0,25,0,9,1,0,4,0,0,12,4,0,0,3,0,0,0,0,0,0,0
2495 PH Pitx2 Glut_2,0,0,0,0,4,0,12,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
2496 PH Pitx2 Glut_2,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2497 PH Pitx2 Glut_2,0,0,0,0,70,0,27,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2498 PH-LHA Foxb1 Glut_1,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2499 PH-LHA Foxb1 Glut_1,0,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2500 PH-LHA Foxb1 Glut_1,0,0,0,0,58,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
2501 PH-LHA Foxb1 Glut_1,0,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2502 PH-LHA Foxb1 Glut_1,0,0,0,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2503 PH-LHA Foxb1 Glut_1,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2504 PH-LHA Foxb1 Glut_1,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2505 PH-LHA Foxb1 Glut_2,0,0,0,0,17,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2506 PH-LHA Foxb1 Glut_2,0,0,0,0,35,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0
2507 PH-LHA Foxb1 Glut_2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508 PH-LHA Foxb1 Glut_2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2509 PH-LHA Foxb1 Glut_3,0,0,0,0,145,0,20,1,6,0,0,1,0,0,0,0,0,0,0,0,6,0,2,0
2510 PH-LHA Foxb1 Glut_3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2511 PH-LHA Foxb1 Glut_3,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2512 PH-LHA Foxb1 Glut_3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2513 PH-LHA Foxb1 Glut_3,0,0,0,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,8,0,1,0
2514 PH-LHA Foxb1 Glut_3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515 PH-LHA Foxb1 Glut_4,0,0,0,0,17,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516 PH-LHA Foxb1 Glut_4,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517 PH-LHA Foxb1 Glut_5,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518 PH-LHA Foxb1 Glut_5,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519 PH-LHA Foxb1 Glut_6,0,0,0,0,349,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
2520 PH-LHA Foxb1 Glut_7,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2521 PH-LHA Foxb1 Glut_7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522 PMd-LHA Foxb1 Glut_1,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523 PMd-LHA Foxb1 Glut_1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524 PMd-LHA Foxb1 Glut_2,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525 PMd-LHA Foxb1 Glut_2,0,0,0,0,75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
2526 PMd-LHA Foxb1 Glut_2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527 PMd-LHA Foxb1 Glut_2,0,0,0,0,382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0
2528 PMd-LHA Foxb1 Glut_2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529 PMd-LHA Foxb1 Glut_2,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2530 PMd-LHA Foxb1 Glut_2,0,0,0,0,126,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
2531 PMd-LHA Foxb1 Glut_2,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2532 PMd-LHA Foxb1 Glut_2,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2533 PMd-LHA Foxb1 Glut_3,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2534 PMd-LHA Foxb1 Glut_3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2535 PMd-LHA Foxb1 Glut_3,0,0,0,0,24,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2536 PH-SUM Foxa1 Glut_1,0,0,0,0,13,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
2537 PH-SUM Foxa1 Glut_1,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538 PH-SUM Foxa1 Glut_1,0,0,0,0,23,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2539 PH-SUM Foxa1 Glut_1,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2540 PH-SUM Foxa1 Glut_2,0,0,0,0,63,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2541 PH-SUM Foxa1 Glut_2,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2542 PH-SUM Foxa1 Glut_2,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2543 PH-SUM Foxa1 Glut_3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544 PH-SUM Foxa1 Glut_3,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2545 PH-SUM Foxa1 Glut_3,0,0,0,0,36,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2546 PH-SUM Foxa1 Glut_3,0,1,0,0,18,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2547 PH-SUM Foxa1 Glut_3,0,0,0,0,10,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2548 PH-SUM Foxa1 Glut_3,0,0,0,0,29,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
2549 PH-SUM Foxa1 Glut_3,0,0,0,0,30,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2550 PH-SUM Foxa1 Glut_4,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2551 PH-SUM Foxa1 Glut_4,0,0,0,0,30,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552 PH-SUM Foxa1 Glut_5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553 PH-SUM Foxa1 Glut_5,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554 PH-SUM Foxa1 Glut_5,0,0,0,0,125,0,23,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,16,0
2555 PH-SUM Foxa1 Glut_5,0,0,0,0,201,0,20,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
2556 PH-SUM Foxa1 Glut_5,0,0,0,0,57,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
2557 PH-SUM Foxa1 Glut_5,0,0,0,0,187,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0
2558 PH-SUM Foxa1 Glut_6,0,0,0,0,67,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0
2559 PH-SUM Foxa1 Glut_6,0,0,0,0,94,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2560 PH-SUM Foxa1 Glut_6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561 PH-SUM Foxa1 Glut_6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562 PH-SUM Foxa1 Glut_6,0,0,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2563 PH-SUM Foxa1 Glut_6,0,0,0,0,74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2564 HY Gnrh1 Glut_1,0,0,0,0,21,2,0,0,8,0,20,18,0,2,0,0,0,0,13,0,4,1,1,0
2565 MM-ant Foxb1 Glut_1,0,0,0,0,298,0,1,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0
2566 MM-ant Foxb1 Glut_1,0,0,0,0,108,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
2567 MM-ant Foxb1 Glut_1,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2568 MM-ant Foxb1 Glut_1,0,0,0,0,870,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,38,0
2569 MM-ant Foxb1 Glut_1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570 MM-ant Foxb1 Glut_1,0,0,0,0,340,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
2571 MM Foxb1 Glut_1,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,28,0
2572 MM Foxb1 Glut_1,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
2573 MM Foxb1 Glut_1,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
2574 MM Foxb1 Glut_2,0,0,0,0,1482,1,1,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
2575 MM Foxb1 Glut_2,0,0,0,0,67,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2576 MM Foxb1 Glut_2,0,0,0,0,139,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2577 MM Foxb1 Glut_2,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0
2578 MH Tac2 Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,219,49,0,74,0,0,0,0,0,0,2,0
2579 MH Tac2 Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,30,16,0,29,0,0,0,0,0,0,1,0
2580 MH Tac2 Glut_1,0,0,0,0,0,0,6,0,0,0,0,0,927,132,0,130,0,0,0,0,0,0,7,0
2581 MH Tac2 Glut_1,0,0,0,0,0,0,0,0,0,0,0,0,176,7,0,6,0,0,0,0,0,0,3,0
2582 MH Tac2 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,203,134,0,205,9,0,1,0,0,0,1,0
2583 MH Tac2 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,237,1,0,3,2,0,0,0,0,0,6,0
2584 MH Tac2 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,3,0,0,0,0,0,17,0
2585 MH Tac2 Glut_2,0,0,0,0,0,0,0,0,0,0,0,0,481,17,0,21,4,0,0,0,0,0,27,0
2586 MH Tac2 Glut_2,0,0,0,2,0,0,0,0,0,0,0,0,667,100,0,167,18,0,0,0,0,0,12,0
2587 MH Tac2 Glut_3,0,0,0,0,0,0,2,0,0,0,0,0,430,23,0,18,1,0,0,0,0,0,8,0
2588 MH Tac2 Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0
2589 MH Tac2 Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,161,27,0,48,0,0,0,0,0,0,2,0
2590 MH Tac2 Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,253,4,0,5,0,0,0,0,0,0,5,0
2591 MH Tac2 Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,67,2,0,1,0,0,0,0,0,0,0,0
2592 MH Tac2 Glut_3,0,0,0,2,0,0,0,0,0,0,0,0,276,2,0,3,4,0,0,0,0,0,9,0
2593 MH Tac2 Glut_3,0,0,0,0,0,0,0,0,0,0,0,0,79,4,0,1,0,0,0,0,0,0,0,0
2594 MH Tac2 Glut_4,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0
2595 MH Tac2 Glut_4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,2,0,0,0,0,0,0,0
2596 MH Tac2 Glut_5,0,0,0,19,0,0,0,0,0,0,0,0,136,0,0,0,23,0,0,0,0,0,26,0
2597 MH Tac2 Glut_5,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,4,0,0,0,0,0,17,0
