supertype,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm
0403 MPO-ADP Lhx8 Gaba_2,0,0,0,0,357,0,0,0,0,0,6,31,0,1,0,0,0,0,1,0,3,0,0,0
0404 MPO-ADP Lhx8 Gaba_3,0,0,0,0,506,0,5,1,0,0,87,4,0,15,0,0,1,0,10,0,6,0,11,0
0405 MPO-ADP Lhx8 Gaba_4,0,0,0,0,485,0,0,0,0,1,179,33,0,1,0,1,2,1,4,0,4,0,2,0
0406 MPO-ADP Lhx8 Gaba_5,0,0,0,0,145,0,1,0,0,1,40,23,1,2,0,0,0,1,3,0,4,0,3,0
0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1,0,0,0,0,112,0,0,0,0,0,46,25,2,0,0,0,0,0,0,0,2,0,6,0
0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2,0,0,0,0,45,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0409 BST Tac2 Gaba_1,0,0,0,0,345,0,0,0,0,1,156,20,0,0,0,0,0,0,0,1,1,0,5,0
0410 BST Tac2 Gaba_2,0,0,0,0,26,0,0,0,0,0,70,3,0,2,0,0,0,0,0,0,0,0,0,0
0411 PVR Six3 Sox3 Gaba_1,0,0,0,0,306,0,0,0,0,0,22,26,0,20,0,0,5,0,21,0,9,0,0,0
0412 PVR Six3 Sox3 Gaba_2,0,0,0,0,180,0,0,0,0,0,0,1,0,1,0,0,3,0,31,0,16,0,0,0
0413 PVR Six3 Sox3 Gaba_3,0,0,0,0,58,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,7,0,0,0
0414 PVR Six3 Sox3 Gaba_4,0,0,0,0,285,0,0,0,0,0,71,86,2,2,0,0,3,0,3,0,0,0,2,0
0415 PVR Six3 Sox3 Gaba_5,0,0,0,0,28,0,0,0,0,0,27,61,0,0,0,0,7,0,3,0,1,0,0,0
0416 PVR Six3 Sox3 Gaba_6,0,0,0,0,71,0,0,0,0,0,16,36,0,1,0,0,0,0,7,0,2,0,1,0
0417 PVR Six3 Sox3 Gaba_7,0,0,0,0,41,0,0,0,0,0,3,4,0,4,0,0,2,0,4,0,4,0,1,0
0418 PVR Six3 Sox3 Gaba_8,0,0,0,0,105,0,0,0,0,0,10,6,1,40,0,3,0,0,1,0,7,0,10,0
0419 PVR Six3 Sox3 Gaba_9,0,0,0,0,176,0,0,0,0,0,4,3,1,8,0,0,0,0,3,0,6,0,2,0
0420 BST-MPN Six3 Nrgn Gaba_1,0,0,0,0,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0421 BST-MPN Six3 Nrgn Gaba_2,0,0,0,0,79,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
0422 BST-MPN Six3 Nrgn Gaba_3,0,0,0,0,417,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0
0423 BST-MPN Six3 Nrgn Gaba_4,0,0,0,0,239,0,0,0,0,0,29,10,0,0,0,0,3,0,3,0,1,0,2,0
0424 BST-MPN Six3 Nrgn Gaba_5,0,0,0,0,60,0,0,0,14,0,119,232,0,0,0,0,13,0,6,0,1,0,0,0
0425 BST-MPN Six3 Nrgn Gaba_6,0,0,2,0,124,0,0,0,0,0,41,73,2,0,0,1,0,0,2,0,6,0,11,0
0426 BST-MPN Six3 Nrgn Gaba_7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0427 ARH-PVi Six6 Dopa-Gaba_1,0,0,0,0,96,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0428 ARH-PVi Six6 Dopa-Gaba_2,0,0,0,0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
0429 TMv-PMv Tbx3 Hist-Gaba_1,0,0,0,0,431,0,1,0,2,0,0,0,0,0,0,0,8,0,0,0,2,0,9,0
0430 TMv-PMv Tbx3 Hist-Gaba_2,0,0,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0431 RT-ZI Gnb3 Gaba_1,0,1,0,2,255,0,3,0,0,0,31,7,255,2,0,2,0,0,1,0,1,2,11,0
0432 RT-ZI Gnb3 Gaba_2,4,1,0,1,106,0,2,1,0,1,15,2,521,7,2,8,0,1,1,0,0,7,9,0
0433 RT-ZI Gnb3 Gaba_3,1,0,0,0,25,0,0,0,0,0,42,1,943,2,1,2,0,0,0,0,9,18,28,0
0434 RT-ZI Gnb3 Gaba_4,0,3,0,2,48,0,9,0,1,0,78,2,118,1,0,2,0,0,1,8,14,122,1,0
0435 RT-ZI Gnb3 Gaba_5,0,0,0,0,42,0,4,0,0,0,46,2,2866,4,0,2,4,0,6,0,95,331,37,0
0436 SCH Six6 Cdc14a Gaba_1,0,0,0,0,767,1,0,1,0,0,0,1,0,2,0,0,1,0,31,0,17,0,0,0
0437 SCH Six6 Cdc14a Gaba_2,0,0,0,0,735,1,0,3,0,0,0,0,0,0,0,0,2,0,90,0,66,0,1,0
0438 SCH Six6 Cdc14a Gaba_3,0,0,0,0,385,0,0,0,0,1,0,1,0,0,0,0,0,0,26,0,24,0,0,0
0439 DMH Prdm13 Gaba_1,0,0,1,0,126,1,0,0,8,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0
0440 DMH Prdm13 Gaba_2,0,1,0,0,15,1,0,1,17,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0441 PVHd Gsc Gaba_1,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0442 PVHd-SBPV Six3 Prox1 Gaba_1,0,0,0,1,164,1,1,0,4,1,0,1,5,0,0,0,0,0,0,0,0,0,2,0
0443 PVHd-SBPV Six3 Prox1 Gaba_2,0,0,0,0,53,0,0,0,18,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0
0444 PVHd-SBPV Six3 Prox1 Gaba_3,0,0,0,0,84,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0445 PVHd-SBPV Six3 Prox1 Gaba_4,0,0,0,0,20,0,0,0,6,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0
0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,0,0,0,0,248,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0
0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0450 AHN-SBPV-PVHd Pdrm12 Gaba_5,0,0,0,0,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,0,0,0,0,193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
0452 AHN-SBPV-PVHd Pdrm12 Gaba_7,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0
0453 SBPV-PVa Six6 Satb2 Gaba_1,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0454 SBPV-PVa Six6 Satb2 Gaba_2,0,0,0,0,174,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
0455 SBPV-PVa Six6 Satb2 Gaba_3,0,0,0,0,322,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,4,0,0,0
0456 AHN Onecut3 Gaba_1,0,0,0,0,563,1,0,0,2,0,1,2,0,0,0,0,0,0,10,0,9,0,1,0
0457 AHN Onecut3 Gaba_2,0,0,0,0,322,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,3,0
0458 AHN Onecut3 Gaba_3,0,0,0,0,435,0,1,1,0,0,4,2,1,0,0,0,0,0,17,0,7,0,6,0
0459 ZI Pax6 Gaba_1,0,0,0,0,468,0,19,1,1,1,11,0,101,0,0,1,0,0,0,13,2,1,38,0
0460 ZI Pax6 Gaba_2,0,0,0,0,249,0,1,2,0,1,0,0,13,0,0,0,0,0,0,7,0,0,0,0
0461 ZI Pax6 Gaba_3,0,0,0,1,222,0,53,3,0,2,63,0,76,0,0,0,0,0,2,1,17,21,1,0
0462 ZI Pax6 Gaba_4,0,0,0,0,771,0,202,2,0,0,0,0,51,0,0,0,0,0,0,29,15,36,4,0
0463 ZI Pax6 Gaba_5,0,0,0,0,50,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
0464 ZI Pax6 Gaba_6,0,0,0,0,206,0,101,1,0,0,1,0,15,0,0,0,0,0,0,1,10,6,12,0
0465 ZI Pax6 Gaba_7,0,0,0,0,329,0,25,2,0,0,0,1,267,0,0,0,1,0,0,5,31,26,1,0
0466 ZI Pax6 Gaba_8,0,0,0,1,286,2,15,8,3,3,1,1,115,1,0,0,0,0,1,0,4,4,4,0
0467 ZI Pax6 Gaba_9,0,0,0,0,25,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0
0468 ZI Pax6 Gaba_10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0469 ZI Pax6 Gaba_11,0,0,0,0,234,0,32,0,0,0,1,0,89,0,0,0,0,0,0,0,3,4,4,0
0470 DMH-LHA Gsx1 Gaba_1,0,0,0,0,282,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0471 DMH-LHA Gsx1 Gaba_2,0,0,0,1,518,0,1,0,0,1,13,1,0,0,0,0,0,0,0,6,5,4,25,0
0472 DMH-LHA Gsx1 Gaba_3,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0473 DMH-LHA Gsx1 Gaba_4,0,0,0,0,345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
0474 PVHd-DMH Lhx6 Gaba_1,0,0,0,0,188,0,6,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,8,0
0475 PVHd-DMH Lhx6 Gaba_2,0,0,0,0,118,0,2,0,0,1,0,0,9,1,0,0,0,0,0,2,2,0,1,0
0476 PVHd-DMH Lhx6 Gaba_3,0,0,0,0,189,0,2,0,0,0,2,0,10,1,0,0,0,0,0,0,1,0,0,0
0477 PVHd-DMH Lhx6 Gaba_4,0,0,0,0,70,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0
0478 TU-ARH Otp Six6 Gaba_1,2,0,0,0,990,0,0,0,0,0,0,0,0,55,1,1,1,0,0,0,0,0,1,0
0479 TU-ARH Otp Six6 Gaba_2,1,0,0,1,548,0,1,0,0,0,3,1,2,4,0,3,3,0,0,0,2,0,4,0
0480 TU-ARH Otp Six6 Gaba_3,0,0,0,1,813,0,1,0,0,0,1,1,0,2,2,2,11,0,1,0,11,1,8,0
0481 TMd-DMH Foxd2 Gaba_1,0,0,3,0,220,0,1,0,28,0,2,1,0,2,0,1,1,0,2,0,0,0,0,0
0482 PVpo-VMPO-MPN Hmx2 Gaba_1,0,0,0,0,956,0,0,0,0,0,14,1,0,7,0,0,13,0,152,0,56,0,1,0
0483 PVpo-VMPO-MPN Hmx2 Gaba_2,0,0,0,0,1122,0,0,0,0,0,72,3,0,1,0,0,1,0,39,0,18,0,0,0
0484 PVpo-VMPO-MPN Hmx2 Gaba_3,0,0,0,0,350,0,0,0,0,0,5,2,0,16,0,0,3,0,13,0,6,0,0,0
0485 PVpo-VMPO-MPN Hmx2 Gaba_4,0,0,0,0,84,0,0,0,0,0,0,0,0,2,0,0,2,0,7,0,0,0,0,0
0486 PVpo-VMPO-MPN Hmx2 Gaba_5,0,0,0,0,328,0,0,0,0,0,3,0,0,28,0,0,11,0,16,0,9,0,0,0
0487 DMH Hmx2 Gaba_1,0,2,0,0,614,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,13,0
0488 DMH Hmx2 Gaba_2,0,0,0,0,191,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,9,0,3,0
0489 DMH Hmx2 Gaba_3,0,0,0,0,259,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0490 DMH Hmx2 Gaba_4,0,0,0,0,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0491 DMH Hmx2 Gaba_5,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0492 DMH Hmx2 Gaba_6,0,1,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0493 ARH-PVp Tbx3 Gaba_1,0,0,0,0,203,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0
0494 ARH-PVp Tbx3 Gaba_2,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0495 ARH-PVp Tbx3 Gaba_3,0,0,0,0,291,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
0496 LGv-ZI Otx2 Gaba_1,0,0,0,0,3,0,0,1,0,0,0,0,82,1,0,1,1,0,0,0,3,3,4,0
0497 LGv-ZI Otx2 Gaba_2,0,0,0,0,1,0,1,0,0,0,0,0,127,0,0,0,0,0,1,0,3,8,0,0
0498 LGv-ZI Otx2 Gaba_3,0,0,0,7,0,0,1,0,0,0,2,8,41,0,0,0,0,0,1,0,11,0,5,0
0499 LGv-ZI Otx2 Gaba_4,0,0,0,0,24,0,5,0,0,0,1,3,67,1,0,0,1,0,0,0,2,9,2,0
0500 LGv-ZI Otx2 Gaba_5,0,0,0,6,67,0,21,0,0,2,4,5,160,2,0,2,2,0,1,0,41,17,8,0
0501 BST-po Iigp1 Glut_1,0,0,0,0,8,1,0,0,6,0,149,6,193,2,0,28,29,0,0,0,1,0,28,0
0502 TRS-BAC Sln Glut_1,0,0,0,11,29,0,0,0,3,0,2690,1206,21,256,0,1,98,0,2,0,18,0,725,0
0503 TRS-BAC Sln Glut_2,0,0,0,0,105,0,0,0,0,0,467,18,72,6,0,0,2,0,4,0,81,0,325,0
0504 GPi Tbr1 Cngb3 Gaba-Glut_1,0,0,1,0,57,0,2,0,2,0,89,0,0,0,0,0,0,0,0,5,2,14,0,0
0505 MEA-COA-BMA Ccdc42 Glut_1,0,7,520,8,14,35,13,11,114,5,1,269,4,5,6,12,11,1,7,0,0,2,3,0
0506 MEA-COA-BMA Ccdc42 Glut_2,0,3,34,36,5,95,10,5,179,2,1,22,6,3,1,3,4,1,7,0,1,1,0,0
0507 MEA-COA-BMA Ccdc42 Glut_3,1,15,397,5,83,43,29,22,338,14,51,2201,8,7,9,37,19,5,17,1,3,1,16,0
0508 MEA-COA-BMA Ccdc42 Glut_4,0,3,28,3,2,12,13,4,175,1,2,91,0,1,1,4,3,1,2,0,0,0,1,0
0509 COAa-PAA-MEA Barhl2 Glut_1,0,3,90,6,4,1,3,1,323,11,8,86,0,0,0,0,0,0,2,0,0,5,7,2
0510 COAa-PAA-MEA Barhl2 Glut_2,0,0,82,1,1,4,0,0,154,1,0,41,0,0,0,0,0,0,1,0,0,2,4,0
0511 COAa-PAA-MEA Barhl2 Glut_3,0,0,5,0,1,2,0,0,291,1,1,229,0,0,0,0,6,0,3,0,0,1,0,0
0512 COAa-PAA-MEA Barhl2 Glut_4,0,0,305,37,0,18,0,0,366,7,1,99,0,0,0,4,1,0,7,1,0,1,10,0
0513 COAa-PAA-MEA Barhl2 Glut_5,0,0,141,0,0,0,0,1,115,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0514 COAa-PAA-MEA Barhl2 Glut_6,0,0,214,43,1,13,0,0,778,3,0,24,0,0,0,0,0,0,0,0,0,3,2,0
0515 COAa-PAA-MEA Barhl2 Glut_7,0,0,10,0,54,0,2,1,41,3,39,162,1,0,0,0,1,0,1,0,0,0,4,0
0516 COAa-PAA-MEA Barhl2 Glut_8,0,0,5,0,6,0,0,0,30,0,3,35,1,0,0,0,0,0,1,0,0,0,1,0
0517 COAa-PAA-MEA Barhl2 Glut_9,0,0,13,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0
0518 MS-SF Bsx Glut_1,0,0,1,1,124,14,1,0,34,0,419,799,0,9,0,4,14,0,3,0,6,12,34,0
0519 AVPV-MEPO-SFO Tbr1 Glut_1,0,0,0,0,168,0,0,0,1,1,27,16,0,3,0,0,8,0,8,0,9,0,5,0
0520 AVPV-MEPO-SFO Tbr1 Glut_2,0,0,0,0,597,0,0,0,0,1,2,5,0,61,0,0,9,0,27,0,13,0,2,0
0521 AVPV-MEPO-SFO Tbr1 Glut_3,0,0,0,0,171,0,0,0,1,0,30,24,0,87,0,7,5,0,26,0,9,0,15,0
0522 AVPV-MEPO-SFO Tbr1 Glut_4,0,0,0,0,423,0,0,0,0,1,4,4,0,20,0,0,3,0,17,0,8,0,3,0
0523 AVPV-MEPO-SFO Tbr1 Glut_5,0,0,0,0,69,0,0,0,7,0,19,16,0,2,0,0,1,0,5,0,1,0,0,0
0524 LHA Barhl2 Glut_1,0,0,0,0,401,0,0,0,2,0,29,4,7,0,0,0,0,0,6,5,1,0,7,0
0525 LHA Barhl2 Glut_2,0,0,0,0,301,0,0,0,1,0,8,5,67,1,0,0,0,0,3,0,5,0,44,0
0526 LHA Barhl2 Glut_3,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
0527 ADP-MPO Trp73 Glut_1,0,0,0,0,256,0,0,0,0,0,23,39,4,2,0,0,0,0,5,0,2,0,2,0
0528 ADP-MPO Trp73 Glut_2,0,0,0,0,246,3,0,0,47,0,90,46,1,0,0,0,2,0,2,0,3,1,0,0
0529 ADP-MPO Trp73 Glut_3,0,0,0,0,292,0,0,0,5,0,58,5,7,0,0,0,0,0,1,2,2,0,18,0
0530 SI-MA-LPO-LHA Skor1 Glut_1,0,0,0,0,310,0,0,0,2,0,154,19,0,0,0,0,2,0,0,0,0,0,0,0
0531 SI-MA-LPO-LHA Skor1 Glut_2,0,0,6,0,84,0,1,0,21,0,239,117,0,0,0,0,0,0,0,0,1,0,1,0
0532 SI-MA-LPO-LHA Skor1 Glut_3,0,0,1,0,230,0,0,0,1,0,86,9,2,0,0,1,0,0,0,0,1,0,11,0
0533 SI-MA-LPO-LHA Skor1 Glut_4,0,0,0,0,27,0,0,0,0,0,177,48,0,0,0,0,0,0,0,0,0,0,0,0
0534 SI-MA-LPO-LHA Skor1 Glut_5,0,0,0,0,145,0,0,0,1,0,190,39,1,0,0,0,0,0,0,0,2,0,1,0
0535 SI-MA-LPO-LHA Skor1 Glut_6,0,0,4,0,111,0,0,0,19,0,108,125,0,0,0,0,3,0,0,0,0,0,4,0
0536 SI-MA-LPO-LHA Skor1 Glut_7,0,0,0,0,66,0,0,0,2,0,133,49,0,0,0,0,0,0,0,0,0,0,1,0
0537 SI-MA-LPO-LHA Skor1 Glut_8,0,0,0,0,84,0,0,0,5,0,170,110,0,0,0,0,0,0,0,0,0,0,1,0
0538 MEA Otp Foxp2 Glut_1,0,0,6,0,16,0,0,0,74,0,12,318,0,0,0,1,0,0,0,0,0,0,0,0
0539 MEA-BST Otp Zic2 Glut_1,0,0,1,0,58,0,0,0,0,0,48,27,1,1,0,1,1,0,1,0,4,0,3,0
0540 MEA-BST Otp Zic2 Glut_2,0,0,0,0,1,0,0,0,0,0,34,63,1,0,0,1,2,0,1,0,3,0,6,0
0541 MEA-BST Otp Zic2 Glut_3,0,0,0,1,1,1,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0
0542 LHA-MEA Otp Glut_1,0,0,0,0,77,0,0,0,2,0,17,46,0,0,0,1,0,0,0,0,0,0,2,0
0543 LHA-MEA Otp Glut_2,0,0,0,0,1,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0
0544 DMH Nkx2-4 Glut_1,0,1,0,0,243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0545 DMH Nkx2-4 Glut_2,0,1,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0546 MPN-MPO-PVpo Hmx2 Glut_1,0,0,0,0,288,0,0,0,0,0,6,1,0,3,0,0,0,0,10,0,6,0,0,0
0547 MPN-MPO-PVpo Hmx2 Glut_2,0,0,0,0,187,0,0,0,0,0,3,1,0,1,0,0,1,0,5,0,3,0,0,0
0548 MPN-MPO-PVpo Hmx2 Glut_3,0,0,0,0,214,0,0,0,0,0,0,1,0,3,0,0,1,0,9,0,6,0,0,0
0549 MPN-MPO-PVpo Hmx2 Glut_4,0,0,0,0,225,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0
0550 MPN-MPO-PVpo Hmx2 Glut_5,0,0,0,0,33,0,0,0,0,0,0,0,0,3,0,0,1,0,9,0,0,0,0,0
0551 MPN-MPO-PVpo Hmx2 Glut_6,0,0,0,0,92,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0552 DMH Hmx2 Glut_1,0,0,0,0,356,0,0,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,7,0
0553 DMH Hmx2 Glut_2,0,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0554 ARH-PVp Tbx3 Glut_1,0,0,0,0,66,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0555 ARH-PVp Tbx3 Glut_2,0,0,0,0,109,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
0556 ARH-PVp Tbx3 Glut_3,0,0,0,1,321,0,0,0,7,0,0,0,0,2,0,1,3,0,1,0,0,0,0,0
0557 ARH-PVp Tbx3 Glut_4,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0558 ARH-PVp Tbx3 Glut_5,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
0559 DMH-LHA Vgll2 Glut_1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0560 DMH-LHA Vgll2 Glut_2,0,0,0,0,315,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5,0,0,10,0
0561 DMH-LHA Vgll2 Glut_3,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0562 DMH-LHA Vgll2 Glut_4,0,0,0,0,115,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0
0563 VMH Fezf1 Glut_1,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0564 VMH Fezf1 Glut_2,0,0,0,0,386,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
0565 VMH Fezf1 Glut_3,0,0,0,0,280,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0566 VMH Nr5a1 Glut_1,0,0,0,0,303,0,0,0,0,1,0,0,0,2,0,0,0,0,13,0,26,0,5,0
0567 VMH Nr5a1 Glut_2,0,0,0,0,544,1,0,0,0,0,0,1,0,0,0,0,1,0,13,0,31,0,3,0
0568 VMH Nr5a1 Glut_3,0,0,0,0,2518,0,0,0,1,2,0,2,0,0,0,0,3,0,0,0,0,0,1,0
0569 VMH Nr5a1 Glut_4,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0570 VMH Nr5a1 Glut_5,0,0,0,0,397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0571 VMH Nr5a1 Glut_6,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0572 LHA Pmch Glut_1,0,0,0,0,192,0,1,0,0,0,6,0,2,0,0,0,0,0,0,6,8,1,3,0
0573 LHA Pmch Glut_2,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
0574 LHA-AHN-PVH Otp Trh Glut_1,0,0,0,0,281,0,0,0,0,0,11,1,0,1,0,0,0,0,21,0,10,0,4,0
0575 LHA-AHN-PVH Otp Trh Glut_2,0,0,0,0,407,0,0,0,0,3,18,10,5,2,0,1,0,0,1,1,2,0,3,0
0576 LHA-AHN-PVH Otp Trh Glut_3,0,0,0,0,424,0,0,0,0,0,3,1,0,0,0,0,3,0,29,0,17,0,3,0
0577 LHA-AHN-PVH Otp Trh Glut_4,0,0,0,0,309,0,0,0,0,0,15,0,1,1,0,0,0,0,0,0,2,0,0,0
0578 LHA-AHN-PVH Otp Trh Glut_5,0,0,0,0,144,0,0,0,1,0,1,0,0,7,0,0,1,0,32,0,11,0,0,0
0579 AHN-RCH-LHA Otp Fezf1 Glut_1,0,0,0,0,401,0,0,0,0,0,38,2,5,0,0,0,0,0,0,0,2,0,55,0
0580 AHN-RCH-LHA Otp Fezf1 Glut_2,0,0,0,0,1261,0,0,0,0,0,2,2,3,0,0,0,0,0,53,0,23,0,2,0
0581 AHN-RCH-LHA Otp Fezf1 Glut_3,0,0,0,0,239,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0
0582 AHN-RCH-LHA Otp Fezf1 Glut_4,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0583 AHN-RCH-LHA Otp Fezf1 Glut_5,0,0,0,0,206,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0
0584 AHN-RCH-LHA Otp Fezf1 Glut_6,0,0,0,0,436,0,1,0,2,0,3,0,0,1,0,0,0,0,7,1,10,0,6,0
0585 PVH-SO-PVa Otp Glut_1,0,0,0,0,256,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0
0586 PVH-SO-PVa Otp Glut_2,0,0,0,0,369,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
0587 PVH-SO-PVa Otp Glut_3,0,0,0,0,416,0,0,0,0,0,0,0,28,0,0,0,1,0,2,0,0,0,2,0
0588 PVH-SO-PVa Otp Glut_4,0,0,0,0,909,0,1,0,0,0,20,13,25,7,0,0,24,0,318,0,219,0,5,0
0589 PVH-SO-PVa Otp Glut_5,0,0,0,0,309,0,0,0,0,0,0,0,5,11,0,0,0,0,1,0,0,0,0,0
0590 PVH-SO-PVa Otp Glut_6,0,0,0,0,91,0,0,0,0,0,10,4,3,0,0,0,0,0,1,0,0,0,6,0
0591 PH-ant-LHA Otp Bsx Glut_1,0,0,0,0,311,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,0
0592 PH-ant-LHA Otp Bsx Glut_2,0,0,0,0,184,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0
0593 PH-ant-LHA Otp Bsx Glut_3,0,0,0,0,235,0,0,0,0,2,0,0,5,0,0,0,2,0,0,0,1,0,11,0
0594 PH-ant-LHA Otp Bsx Glut_4,0,0,0,0,373,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0
0595 PH-ant-LHA Otp Bsx Glut_5,0,0,0,0,384,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,7,0
0596 PH-ant-LHA Otp Bsx Glut_6,0,0,0,0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
