supertype,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm
0792 PPN-CUN-PCG Otp En1 Gaba_1,0,0,0,0,0,0,49,0,0,51,0,0,0,0,0,0,0,3,1,2,0,0,0,0
0793 PPN-CUN-PCG Otp En1 Gaba_2,0,0,0,0,0,0,347,0,0,43,0,0,0,0,0,0,0,0,25,12,0,0,1,0
0794 PPN-CUN-PCG Otp En1 Gaba_3,0,14,0,0,0,0,171,0,0,140,1,0,0,0,0,0,0,24,18,0,0,0,0,0
0795 MRN-PPN-CUN Pax8 Gaba_1,0,1,0,0,0,0,190,0,0,40,0,0,0,0,0,0,0,21,1,4,0,0,0,0
0796 MRN-PPN-CUN Pax8 Gaba_2,0,33,0,0,0,0,100,0,0,11,0,0,0,0,1,0,0,2,0,0,0,0,0,0
0797 MRN-PPN-CUN Pax8 Gaba_3,0,0,0,0,0,0,22,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0798 MRN-VTN-PPN Pax5 Cdh23 Gaba_1,4,1,0,0,0,0,352,0,0,36,0,0,0,0,0,0,0,26,2,0,0,0,0,0
0799 MRN-VTN-PPN Pax5 Cdh23 Gaba_2,1,0,0,0,1,0,251,0,0,60,0,0,0,0,0,0,0,13,2,20,0,0,1,0
0800 SNr-VTA Pax5 Npas1 Gaba_1,0,0,0,0,1,0,508,0,0,20,0,0,0,0,0,0,8,1,37,17,0,106,4,0
0801 SNr-VTA Pax5 Npas1 Gaba_2,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0
0802 PAG-PPN Pax5 Sox21 Gaba_1,9,5,0,0,0,0,186,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0803 PAG-PPN Pax5 Sox21 Gaba_2,1,9,0,0,0,0,190,0,0,11,0,0,0,0,1,0,0,0,0,2,0,0,0,0
0804 PAG-PPN Pax5 Sox21 Gaba_3,9,1,0,0,0,0,269,0,0,12,0,0,0,0,1,0,0,1,8,12,0,1,1,0
0805 PAG-PPN Pax5 Sox21 Gaba_4,4,0,0,0,0,0,234,0,0,26,0,0,0,0,0,0,0,9,4,8,0,0,0,0
0806 SNr Six3 Gaba_1,0,0,0,2,1,0,454,0,0,2,0,0,0,0,0,0,1,2,6,1,1,46,1,0
0807 IC Six3 En2 Gaba_1,3,67,0,0,0,0,2650,1,0,1,0,0,0,0,0,0,4,0,24,0,0,0,0,0
0808 IC Six3 En2 Gaba_2,6,13,0,0,0,0,235,0,0,1,0,0,0,0,0,0,5,0,9,0,0,0,0,0
0809 IC Six3 En2 Gaba_3,0,5,0,0,0,0,306,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0
0810 IC Six3 En2 Gaba_4,0,14,0,0,0,0,693,0,0,2,0,0,0,0,0,0,4,0,44,0,0,0,0,0
0811 IC Six3 En2 Gaba_5,0,2,0,0,0,0,534,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0812 IC Six3 En2 Gaba_6,1,16,0,0,0,0,171,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0813 IC Six3 En2 Gaba_7,0,0,0,0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
0814 PAG-MRN-RN Foxa2 Gaba_1,1,0,0,0,1,0,207,1,0,5,0,1,0,0,0,0,0,5,3,10,0,12,2,0
0815 PAG-MRN-RN Foxa2 Gaba_2,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0816 PAG-MRN-RN Foxa2 Gaba_3,0,0,0,0,0,0,193,0,0,1,0,0,0,0,0,0,0,5,1,11,0,0,1,0
0817 PAG-MRN-RN Foxa2 Gaba_4,1,0,0,0,0,0,186,0,0,5,0,0,0,0,0,0,0,4,0,6,0,1,1,0
0818 PAG-ND-PCG Onecut1 Gaba_1,0,0,0,0,2,0,221,26,0,5,0,0,0,0,0,0,0,8,5,1,0,0,2,0
0819 PAG-ND-PCG Onecut1 Gaba_2,0,0,0,0,0,0,18,1,0,101,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0820 PAG-ND-PCG Onecut1 Gaba_3,0,14,0,0,0,0,3,1,0,108,0,0,0,0,27,0,0,1,0,0,0,0,0,0
0821 PAG-ND-PCG Onecut1 Gaba_4,0,0,0,0,0,0,102,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0822 PAG-ND-PCG Onecut1 Gaba_5,0,0,0,0,0,0,6,17,0,103,0,0,0,0,0,0,1,1,14,6,0,0,0,0
0823 PAG-RN Nkx2-2 Otx1 Gaba_1,0,0,0,0,0,0,222,0,0,1,0,0,0,0,0,0,0,1,6,2,0,0,2,0
0824 PAG-RN Nkx2-2 Otx1 Gaba_2,1,0,0,0,0,0,251,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0825 PAG-RN Nkx2-2 Otx1 Gaba_3,16,26,0,0,0,0,404,0,0,9,0,1,0,0,0,0,0,2,2,2,0,0,0,0
0826 PAG-RN Nkx2-2 Otx1 Gaba_4,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0827 PAG-RN Nkx2-2 Otx1 Gaba_5,0,0,0,0,0,0,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0828 PAG-RN Nkx2-2 Otx1 Gaba_6,2,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0829 PRT Tcf7l2 Gaba_1,0,0,0,0,8,0,772,0,0,5,0,0,11,0,0,0,0,0,14,0,0,0,0,0
0830 PRT Tcf7l2 Gaba_2,0,0,0,0,0,0,199,0,0,0,0,0,4,0,0,0,11,0,5,0,0,0,0,0
0831 PRT Tcf7l2 Gaba_3,0,0,0,5,1,0,982,0,0,0,0,0,52,6,0,0,20,0,5,0,0,0,0,0
0832 PRT Tcf7l2 Gaba_4,0,0,0,1,0,0,506,0,0,3,0,0,1,3,0,0,23,0,8,0,0,0,0,0
0833 PRT Tcf7l2 Gaba_5,0,0,0,0,0,0,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0834 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1,0,0,0,9,17,1,170,0,0,0,0,1,72,0,0,0,0,0,0,0,1,1,0,0
0835 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_2,0,0,0,41,3,0,25,0,1,0,0,0,133,0,0,0,22,0,5,0,57,9,28,0
0836 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_3,0,0,0,7,2,0,20,0,0,0,0,1,109,1,0,0,12,0,0,0,0,5,4,0
0837 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_4,0,0,0,3,1,0,9,0,0,0,0,0,108,0,0,2,4,0,0,0,10,4,2,0
0838 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_5,0,0,0,4,0,1,9,0,0,0,0,0,90,0,0,0,11,0,0,0,8,1,1,0
0839 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_6,0,0,0,0,20,0,15,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
0840 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_7,0,0,0,0,0,0,5,0,0,0,0,0,59,0,0,0,0,0,1,0,0,1,0,0
0841 SC Otx2 Gcnt4 Gaba_1,0,0,0,0,0,2,105,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
0842 SC Otx2 Gcnt4 Gaba_2,0,0,0,1,0,0,463,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0843 SC-PAG Lef1 Emx2 Gaba_1,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0844 SC-PAG Lef1 Emx2 Gaba_2,1,1,0,0,0,0,1113,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0
0845 SC-PAG Lef1 Emx2 Gaba_3,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
0846 SC-PAG Lef1 Emx2 Gaba_4,0,3,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0847 SC-PAG Lef1 Emx2 Gaba_5,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0848 SCm-PAG Cdh23 Gaba_1,3,1,0,0,0,0,218,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
0849 SCm-PAG Cdh23 Gaba_2,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0
0850 SCm-PAG Cdh23 Gaba_3,5,0,0,0,0,0,190,0,0,1,0,0,0,1,0,0,2,0,12,0,0,0,0,0
0851 SCm-PAG Cdh23 Gaba_4,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0852 SCs Dmbx1 Gaba_1,0,0,0,5,0,9,2284,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0853 SCs Dmbx1 Gaba_2,0,0,0,3,0,9,1978,1,0,0,0,0,0,0,0,0,7,0,4,0,1,0,0,0
0854 SCs Dmbx1 Gaba_3,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
0855 SCs Dmbx1 Gaba_4,0,0,0,1,0,0,1300,0,0,0,0,0,0,0,0,0,8,0,18,0,0,0,0,0
0856 SCs Dmbx1 Gaba_5,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0857 SC Lef1 Otx2 Gaba_1,0,0,0,0,0,15,1522,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0
0858 SC Lef1 Otx2 Gaba_2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0859 SCs Pax7 Nfia Gaba_1,1,0,0,0,0,0,186,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0860 SCs Pax7 Nfia Gaba_2,0,0,0,0,0,1,1326,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0861 SCs Pax7 Nfia Gaba_3,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0862 SCs Pax7 Nfia Gaba_4,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0863 SCs Pax7 Nfia Gaba_5,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0864 PRT Mecom Gaba_1,0,0,0,3,0,0,62,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0
0865 PRT Mecom Gaba_2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0866 PRT Mecom Gaba_3,0,0,0,0,0,0,59,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0
0867 SC Tnnt1 Gli3 Gaba_1,0,1,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0868 SC Tnnt1 Gli3 Gaba_2,0,0,0,2,0,5,903,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0
0869 SCs Lef1 Gli3 Gaba_1,0,0,0,0,0,0,344,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0870 SCs Lef1 Gli3 Gaba_2,0,0,0,0,1,0,392,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0871 SCs Lef1 Gli3 Gaba_3,0,0,0,0,0,0,163,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0872 SCsg Gabrr2 Gaba_1,0,0,0,18,7,1,491,0,0,2,3,0,156,0,0,0,48,0,34,0,13,16,4,0
0873 SCsg Gabrr2 Gaba_2,0,1,0,5,0,8,1112,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0
0874 SCsg Gabrr2 Gaba_3,0,0,0,2,1,8,875,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
0875 SCsg Gabrr2 Gaba_4,1,2,0,6,0,4,848,0,0,0,0,0,0,0,0,0,7,0,4,0,3,2,0,0
0876 SCsg Gabrr2 Gaba_5,0,1,0,1,0,0,252,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0877 IPN Otp Crisp1 Gaba_1,0,0,0,0,0,0,190,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0878 IPN Otp Crisp1 Gaba_2,0,0,0,0,3,0,615,0,0,45,0,0,0,0,0,0,37,0,0,0,0,0,0,0
0879 IPN Otp Crisp1 Gaba_3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0880 SNc-VTA-RAmb Foxa1 Dopa_1,1,0,0,0,30,0,368,0,0,1,0,0,0,2,0,0,0,8,4,44,0,0,7,0
0881 SNc-VTA-RAmb Foxa1 Dopa_2,0,0,0,0,0,0,240,0,0,8,0,0,0,0,0,0,3,8,11,29,0,2,8,0
0882 SNc-VTA-RAmb Foxa1 Dopa_3,0,0,0,0,7,0,450,0,0,14,0,0,0,0,0,0,0,2,24,12,0,13,2,0
0883 SNc-VTA-RAmb Foxa1 Dopa_4,73,0,0,0,5,0,395,0,0,4,0,0,0,1,0,0,0,18,1,8,0,0,0,0
0884 SNc-VTA-RAmb Foxa1 Dopa_5,1,0,0,0,3,0,219,0,0,1,0,0,0,0,0,0,0,8,7,18,0,0,0,0
0885 SNc-VTA-RAmb Foxa1 Dopa_6,0,0,0,0,10,0,160,0,0,6,0,0,0,0,0,0,0,0,17,5,0,0,7,0
0886 SNc-VTA-RAmb Foxa1 Dopa_7,0,0,0,0,1,0,38,0,0,6,0,0,0,0,0,0,0,1,2,2,0,0,0,0
0887 SNc-VTA-RAmb Foxa1 Dopa_8,0,0,0,0,8,0,108,1,0,0,0,0,1,0,0,0,0,0,3,14,0,0,3,0
0888 MB-MY Tph2 Glut-Sero_1,43,1,0,0,1,0,527,1,0,502,0,0,0,0,1,0,0,11,33,0,0,1,0,0
0889 MB-MY Tph2 Glut-Sero_2,5,2,0,0,2,0,142,15,0,370,0,0,0,0,12,0,1,6,2,0,0,0,0,0
0890 MB-MY Tph2 Glut-Sero_3,15,0,0,0,0,0,98,1,0,21,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0891 MB-MY Tph2 Glut-Sero_4,2,0,0,0,0,0,135,325,0,426,0,0,0,0,0,0,0,14,96,27,0,6,0,0
0892 MB-MY Tph2 Glut-Sero_5,0,0,0,0,0,0,0,311,0,57,0,2,0,0,1,0,0,1,49,11,0,14,0,0
0893 MB-MY Tph2 Glut-Sero_6,0,4,0,0,0,0,10,0,0,141,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0894 MB-MY Tph2 Glut-Sero_7,0,0,0,0,0,0,7,2,0,70,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0895 PB Lmx1a Glut_1,0,11,0,0,0,0,16,5,0,352,0,0,0,0,1,0,4,76,0,0,0,0,0,0
0896 PB Lmx1a Glut_2,0,3,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0897 PB Lmx1a Glut_3,0,45,0,0,0,0,8,1,0,170,0,0,0,0,2,0,3,40,4,0,0,0,0,0
0898 PB Lmx1a Glut_4,0,79,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,88,0,0,0,0,0,0
0899 PB Lmx1a Glut_5,0,5,0,0,0,0,1,3,0,162,0,0,0,0,0,0,0,49,1,1,0,0,0,0
0900 PB Lmx1a Glut_6,0,4,0,0,0,0,0,0,0,77,0,0,0,0,1,0,4,17,0,0,0,0,0,0
0901 PB Lmx1a Glut_7,0,0,0,0,0,0,1,1,0,38,0,0,0,0,0,0,0,3,0,1,0,0,0,0
0902 PSV Lmx1a Trpv6 Glut_1,0,2,0,0,0,0,1,9,1,74,0,0,0,0,0,0,0,6,3,0,0,0,0,0
0903 PB-SUT Tlx3 Lhx2 Glut_1,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0904 PB Pax5 Glut_1,0,7,0,0,0,0,67,0,0,113,0,0,0,0,2,0,6,11,2,0,0,0,0,0
0905 PB Pax5 Glut_2,0,0,0,0,0,0,0,5,0,46,0,0,0,0,0,0,0,9,0,1,0,0,0,0
0906 LDT-PCG Vsx2 Lhx4 Glut_1,0,1,0,0,0,0,146,0,0,210,0,0,1,0,0,0,0,16,0,1,0,0,0,0
0907 LDT-PCG Vsx2 Lhx4 Glut_2,0,13,0,0,0,0,9,4,0,165,0,0,0,0,30,0,0,0,0,0,0,0,0,0
0908 LDT-PCG Vsx2 Lhx4 Glut_3,0,5,0,0,0,0,1,6,0,124,1,0,0,0,31,0,0,0,0,0,0,0,0,0
0909 LDT-PCG Vsx2 Lhx4 Glut_4,3,0,0,0,0,0,131,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0910 LDT-PCG Vsx2 Lhx4 Glut_5,0,0,0,0,0,0,1,66,0,229,0,0,0,0,1,0,0,0,20,17,0,0,0,0
0911 LDT-PCG Vsx2 Lhx4 Glut_6,3,7,0,0,1,0,33,3,0,209,0,0,0,0,11,0,0,0,0,0,0,0,0,0
0912 LDT-PCG Vsx2 Lhx4 Glut_7,0,5,0,0,0,0,57,0,0,183,0,0,0,0,2,0,0,8,0,0,0,0,0,0
0913 LDT-PCG Vsx2 Lhx4 Glut_8,0,0,0,0,1,0,121,1,0,34,0,0,0,0,0,0,0,23,0,5,0,0,0,0
0914 PB Evx2 Glut_1,0,7,0,0,0,0,55,5,0,83,0,0,0,0,4,0,0,6,33,1,0,0,0,0
0915 PB Evx2 Glut_2,0,22,0,0,0,0,171,2,1,180,0,2,0,0,1,0,1,19,30,0,0,0,0,0
0916 PB Evx2 Glut_3,0,29,0,0,0,0,178,0,0,208,0,2,0,0,2,0,1,67,1,1,0,0,0,0
0917 PB Evx2 Glut_4,0,46,0,0,0,0,11,0,0,253,0,1,0,0,0,0,4,81,1,0,0,0,0,0
0918 PB Evx2 Glut_5,0,6,0,0,0,0,13,0,0,123,1,0,0,0,0,0,1,6,0,0,0,0,0,0
0919 PB Evx2 Glut_6,0,7,0,0,0,0,17,0,0,131,2,0,0,0,0,0,1,26,0,0,0,0,0,0
0920 PB Evx2 Glut_7,1,1,0,0,0,0,11,0,0,76,1,0,0,0,0,0,0,1,12,1,0,0,0,0
0921 PB Evx2 Glut_8,0,0,0,0,0,1,107,2,0,87,0,0,0,0,0,0,0,42,1,0,0,0,0,0
0922 PB Evx2 Glut_9,0,4,0,0,0,0,85,3,0,71,1,0,0,0,0,0,5,11,18,3,0,0,0,0
0923 B-PB Nr4a2 Glut_1,0,1,0,0,0,0,2,3,0,81,0,0,0,0,8,0,0,1,1,0,0,0,0,0
0924 B-PB Nr4a2 Glut_2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0925 PCG-PRNr Vsx2 Nkx6-1 Glut_1,0,0,0,0,0,0,2,0,0,81,0,0,0,0,0,0,0,0,0,14,0,0,0,0
0926 PCG-PRNr Vsx2 Nkx6-1 Glut_2,0,0,0,0,0,0,166,6,0,504,0,0,0,0,1,0,0,3,1,11,0,0,0,0
0927 PCG-PRNr Vsx2 Nkx6-1 Glut_3,0,12,0,0,0,0,16,0,0,146,0,0,0,0,5,0,0,1,0,1,0,0,0,0
0928 PCG-PRNr Vsx2 Nkx6-1 Glut_4,0,0,0,0,0,0,0,3,0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0929 PCG-PRNr Vsx2 Nkx6-1 Glut_5,0,0,0,0,0,0,0,61,0,21,1,0,0,0,0,0,0,0,3,2,0,0,0,0
0930 PCG-PRNr Vsx2 Nkx6-1 Glut_6,0,0,0,0,0,0,24,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0
0931 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1,0,0,0,0,0,0,0,12,0,85,0,0,0,0,0,0,0,0,5,1,0,0,0,0
0932 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2,0,0,0,0,0,0,0,47,0,189,0,0,0,0,2,0,0,0,26,2,0,0,0,0
0933 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3,0,0,0,0,0,0,0,6,0,157,0,0,1,0,0,0,0,0,3,11,0,0,0,0
0934 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4,0,0,0,0,0,0,0,38,0,44,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0935 PRNc-PARN Tlx1 Glut_1,0,0,0,0,4,0,0,6,0,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0936 PRNc-PARN Tlx1 Glut_2,0,0,0,0,0,0,1,1,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0937 PRNc-PARN Tlx1 Glut_3,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0938 PB-PSV Phox2b Glut_1,0,1,0,0,0,0,0,15,0,55,0,0,0,0,0,0,0,13,0,1,0,0,0,0
0939 PSV Pvalb Lhx2 Glut_1,0,34,0,0,0,0,1,82,0,2808,0,0,0,0,0,0,0,107,300,13,0,0,0,0
0940 PSV Pvalb Lhx2 Glut_2,0,0,0,0,0,0,0,4,0,46,0,0,0,0,0,0,0,2,1,0,0,0,0,0
0941 PSV Pvalb Lhx2 Glut_3,0,0,0,0,0,0,0,4,0,110,0,0,0,0,0,0,0,1,21,0,0,0,0,0
0942 PSV Pvalb Lhx2 Glut_4,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0943 PB-NTS Phox2b Ebf3 Lmx1b Glut_1,0,1,0,0,1,0,15,2,0,421,0,0,0,0,1,0,4,22,1,0,0,0,0,0
0944 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,0,1,0,0,0,0,0,252,0,25,0,0,0,0,1,0,1,2,10,0,0,0,0,0
0945 PRNr Otp Nfib Glut_1,0,0,0,0,0,0,0,5,0,115,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0946 IPN-LDT Vsx2 Nkx6-1 Glut_1,0,1,0,0,1,0,282,1,0,3,0,0,0,0,0,0,25,0,5,1,0,0,1,0
0947 IPN-LDT Vsx2 Nkx6-1 Glut_2,0,2,0,0,0,0,118,1,0,14,0,1,0,0,0,0,0,6,0,0,0,0,0,0
0948 LDT Vsx2 Nkx6-1 Nfib Glut_1,6,1,0,0,0,0,148,0,0,12,0,0,0,0,0,0,0,2,0,1,0,0,0,0
0949 LDT Vsx2 Nkx6-1 Nfib Glut_2,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0950 NLL-SOC Spp1 Glut_1,0,0,0,0,0,0,0,19,0,287,0,0,0,0,1,0,0,3,11,5,0,0,0,0
0951 NLL-SOC Spp1 Glut_2,0,3,0,0,0,0,2,5,2,287,0,0,1,0,2,0,0,25,56,0,0,0,0,0
0952 MEV Ppp1r1c Glut_1,0,7,0,0,0,0,27,2,0,21,0,0,0,0,0,0,1,2,1,0,0,0,0,0
0953 PG-TRN-LRN Fat2 Glut_1,0,250,1,0,0,0,19,1687,0,10058,0,0,0,0,61,35,169,176,483,87,0,142,0,0
0954 IRN Vip Glut_1,0,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0955 PRP-NI-PRNc-GRN Otp Glut_1,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0956 PRP-NI-PRNc-GRN Otp Glut_2,0,1,0,0,0,0,1,163,0,183,0,0,0,0,0,0,0,0,16,4,0,0,0,0
0957 PRP-NI-PRNc-GRN Otp Glut_3,0,0,0,0,0,0,1,17,0,157,1,0,0,0,0,0,0,0,3,3,0,0,0,0
0958 PRP-NI-PRNc-GRN Otp Glut_4,0,0,0,0,0,0,1,13,0,144,0,0,0,0,0,0,0,0,4,2,0,0,0,0
0959 NTS Phox2b Glut_1,0,1,0,0,0,0,1,438,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0960 NTS Phox2b Glut_2,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
0961 NTS Phox2b Glut_3,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0962 NTS Phox2b Glut_4,0,0,0,0,0,0,0,139,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0
0963 NTS Phox2b Glut_5,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0
0964 NTS Phox2b Glut_6,0,0,0,0,0,0,0,180,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0965 NTS Phox2b Glut_7,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0966 NTS Phox2b Glut_8,0,0,0,0,0,0,0,63,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0967 NTS Phox2b Glut_9,0,0,0,0,0,0,0,185,0,21,0,0,0,0,0,0,0,1,4,0,0,0,0,0
0968 NTS Phox2b Glut_10,0,0,0,0,0,0,1,178,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0969 MARN-GRN Pyy Glut_1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
0970 MDRNv Lhx4 Qrfprl Glut_1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0971 NTS Mbnl3 Glut_1,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0972 PGRNd Dmbx1 Glut_1,0,0,0,0,0,0,0,120,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0973 PGRN-PARN-MDRN Hoxb5 Glut_1,0,0,0,0,0,0,1,510,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0
0974 PGRN-PARN-MDRN Hoxb5 Glut_2,0,0,0,0,0,0,10,315,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0975 PGRN-PARN-MDRN Hoxb5 Glut_3,0,0,0,0,0,0,0,162,0,48,0,0,0,0,0,0,0,0,2,4,0,0,0,0
0976 PGRN-PARN-MDRN Hoxb5 Glut_4,0,0,0,0,0,0,0,235,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0977 PGRN-PARN-MDRN Hoxb5 Glut_5,0,2,0,0,0,0,0,287,0,5,0,0,0,0,0,0,0,7,9,7,0,0,0,0
0978 PGRN-PARN-MDRN Hoxb5 Glut_6,0,0,0,0,0,0,0,104,0,15,0,0,0,0,0,0,0,4,5,1,0,0,0,0
0979 PGRN-PARN-MDRN Hoxb5 Glut_7,0,0,0,0,1,0,0,435,0,57,0,0,0,0,0,0,0,2,6,12,0,0,0,0
0980 MV-SPIV Slc6a2 Glut_1,0,22,0,0,0,0,0,128,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0
0981 SPVI-SPVC Tlx3 Ebf3 Glut_1,0,20,0,0,0,0,0,154,0,1,0,0,0,0,1,0,28,3,8,5,0,0,0,0
0982 SPVI-SPVC Tlx3 Ebf3 Glut_2,0,1,0,0,0,0,0,165,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
